pageid,group,all_members,genres,intro_text
267697,Cartoons,"['Carsten Shooter Arndt-Larsson', 'Dave Buzz Stevens', 'Jesper Sponge Dukholt', 'Karina Boop Jensen', 'Martin Toonie Østengaard', 'Natasja Puddy Skov']","['pop', 'rock', 'techno']","<p><b>Cartoons</b> er et dansk popband, der er bedst kendt for eurodance coverversion af sangen ""Witch Doctor"" fra 1998 af Ross Bagdasarian fra 1958. Bandet kalder sig <i>""Verdens største tegneserieband""</i>, og er iklædt aparte kostumer og parykker under deres koncerter, der var karikaturer af amerikanske rock and roll-stjerner fra 1950'erne. Mange af deres hits er coverversioner af gamle rockabillyhits. Med over 2 millioner solgte cd'er, er Cartoons et af de bedst sælgende danske bands nogensinde.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden Uge 25, 2013)"">kilde mangler</span></i>]</sup> De har modtaget både Grammy og Dansk Eksportpris, haft 2 top 10 hits i England samt medvirket i over 100 TV-shows.
</p><p>Cartoons blev oprindeligt dannet under navnet The Scooters i slutningen af 1980'erne, der spillede rockabilly-musik fra 1950'erne og 1960'erne. The Scooters udgav i 1994 albummet <i>Live at Woodstock</i>. Gruppen skiftede i 1997 skiftede navn til Cartoons, og begyndte at lave ""technobilly""-musik, som var gruppens eget udtryk for rock and roll blandet med eurodance.
</p><p>Gruppen havde kontrakt med FLEX Records og flyttede senere til EMI.
</p><p>Deres mest succesfulde single var ""Witch Doctor"", der nåede #2 på UK Singles Chart. I 1999 modtog de prisen for ""Årets Danske Upfront Dance Udgivelse"" ved Danish Music Awards og året efter fik de ""Eksportprisen"" ved samme prisudgivelse.
</p><p>De fik yderligere succes i Storbritannien med deres Top 10 hit, ""Doodah!"" (en version af den amerikanske folkesang ""Camptown Races""); Top 20 hittet ""Aisy Waisy"", som de optrådte med i Jim Davidsons program <i>Generation Game</i>; og Top 20 musikalbummet, <i>Toonage</i> (senere udgivet med flere sange under titlen <i>More Toonage</i>).
</p><p>Deres andet album, <i>Toontastic!</i> nåede ikke debutens store succes, men inkluderede sangene ""Diddley Dee"", ""Big Coconuts"", og ""Mama Loo"", der var en genskrivning af Les Humphries Singers' sang.
</p><p>Ifølge Jesper 'Sponge' Dukholt blev gruppen i 2001 tilbudt at spille i USA, men to uger før turneen skulle begynde, angreb Al Qaeda-terrorister det amerikanske World Trade Center den 11. september 2001.
</p><p>""Vi kiggede på hinanden og sagde 'okay, der fik vi et vink med en vognstang. Nu stopper vi',"" siger Jesper 'Sponge' Dukholt til B.T. om anledningen til bandets opløsning.
</p><p>I 2005, få år efter deres opløsning, genforenedes bandet kort i forbindelse med udgivelsen af opsamlingsalbummet <i>Greatest Toons!</i>.
</p><p>Siden gik der mere end et årti, før bandet genopstod og spillede koncert på festivallen Vi Elsker 90'erne i 2018. Koncerten blev fulgt op året efter med endnu et opsamlingsalbum, 'De Bedste', udgivet af Warner Music og X5. I 2023 udkom singlerne 'Shots' og 'Doodah 2k23', sidstnævnte udgivet sammen den italienske gruppe Marnage.
</p>"
196667,Catbird,"['Billie Koppel', 'Frank Hasselstroem']",[],"<p><b>Catbird</b> er et dansk band dannet i 2001 af sangerinden Billie Koppel og Frank Hasselstrøm. 
</p><p>Deres debut album <i>Sliding From The Moon</i> udkom på BMG i september 2002 og blev nomineret til ""Årets Sangerinde"" og ""Årets Producer"" ved Danish Music Awards 2003. Catbird blev ligeledes nomineret til ""Årets Nye Navn"" ved Danmarks Radios P3-pris.
</p><p>Catbird udkom 6. oktober 2008 med deres nye album <i>Among Us</i> på Playground Music.
</p>"
479928,Champagne Riot,"['Anders Reuter', 'Caspar Bock']","['pop', 'edm']","<p><b>Champagne Riot</b> er en popduo fra Danmark, bestående af Caspar Bock og Anders Reuter.
</p><p>Champagne Riot spiller elektropop og består af de københavnsk bosiddende Caspar Bock og Anders Reuter. Caspar Bock er også bassist i gruppen Northern Portrait og var i sin tid hovedmanden bag det hedengangne Århus-pladeselskab Bird Hits Plane, der blandt udgav Sterlings debutalbum ""Solo Danser Mama Sjus"" og Tiger Tunes' eneste album, ""Absolutely Worthless Compared To Important Books"". Tiger Tunes' medlemmer fortsatte senere i markante grupper som Marybell Katastrophy, Beta Satan og albumaktuelle The Malpractice.
</p><p>Anders Reuter har blandt andet arbejdet som musikjournalist og været ankermand i elektrogruppen Apartment, der medvirkede på den tredobbelte ep, ""3P"", som Bird Hits Plane udgav i 2002 – en ep, der i øvrigt også bød på sange fra den nu pause-holdende gruppe Lampshade, hvis sangerinde RebekkaMaria siden er gået solo med succes.
</p><p>Champagne Riot har, selvom de altså endnu ikke er brudt bredt igennem, været udsat for en del omtale på diverse blogs i den senere tid, især i udlandet, og det markante britiske musiksite Popjustice.com har ligefrem haft dem på forsiden. Champagne Riot var i begyndelsen af november hovednavn på den nordiske club-aften ""Jajaja"" i London, arrangeret af Music Export Denmark og det engelske pladeselskab Moshi Moshi Records.
</p>"
101079,Charlie Dee & The Twisters,"['Frank Jensen (9)', 'Jan ""Chang"" Østergård', 'Jørgen Grøndal', 'Peter Due Mikkelsen', 'Peter Nielsen (8)', 'Robert Skov Kjeldsen', 'Thomas Beck (12)']",['rock'],"<p><b>Charlie Dee &amp; The Twisters</b> er et aarhusiansk orkester der spiller Rock'n roll. Repertoiret består udelukkende af klassikere fra 60'ernes hitlister og jukebokse. Desuden er bandet kendt for et legendarisk sceneshow med alt fra guldjakker til originale instrumenter. Bandet blev dannet i 1979, og turnerer stadig flittigt både i Danmark og udlandet.
</p>"
492051,Chestnut Avenue,"['Malthe Deichmann Duckert', 'Nichlas Paasch']",['eurovision pop'],"<p><b>Chestnut Avenue</b> er en dansk musikgruppe bestående af drengene Nichlas Paasch og Malthe Deichmann Duckert. De vandt det danske MGP 2011 med deres nummer <i>Tro på dig selv</i>, men da Danmark havde begyndt deres fornyelse af MGP-konceptet var der ingen MGP Nordic eller pladekontrakt til vinderen, men i stedet professionel coaching til 50.000 kroner. 
</p><p>Drengene har siden hen lagt musikken lidt på hylden. Forsanger og guitarist Nichlas Paasch er i dag officer i hæren.
</p>"
362152,Choir of Young Believers,"['Bo Rande', 'Casper Henning Hansen', 'Cæcilie Trier', 'Jakob Millung', 'Jannis Noya Makrigiannis', 'Lasse Herbst', 'Sonja Labianca']",[],"<p><b>Choir of Young Believers</b> er et band startet af dansk/græske Jannis Noya Makrigiannis, der tidligere har været med i Lake Placid. Indtil videre har Choir of Young believers udgivet EP'en <i>Burn the Flag</i> (2007) samt albummet <i>This Is for the White in Your Eyes</i> (2008). Albummet har modtaget guld for 10.000 solgte eksemplarer. Choir of Young Believers har kontrakt med pladeselskabet Tigerspring i Danmark, og Ghostly International i USA.
</p><p>I 2011 leverede Choir of Young Believers kendingsmelodien (""Hollow Talk"") til tv-serien <i>Broen</i>. Sangen blev fortolket af den amerikanske sanger Josh Groban på albummet <i>All That Echoes</i> i 2013.
</p>"
800562,Citybois,"['Anthon Edwards Knudtzon', 'Thor Blanchez Farlov']",['pop'],"<p><b>Citybois</b> er en dansk popduo bestående af Anthon Edwards Knudtzon og Thor Blanchez Farlov, der var aktiv fra 2014 -2020. Gruppen blev kendt gennem deres deltagelse i <i>X Factor</i> 2015, hvor de opnåede en fjerdeplads. Thomas Blachman var deres mentor.
</p><p>Duoen har holdt pause på ubestemt tid siden 2020, og medlemmerne har helliget sig egne projekter.
</p>"
218165,The Clochards,"['Bjørn Hofmann', 'Jesper Brinck', 'Johnny Concrete', 'Michael Valeur']","['rock', 'punk']","<p><b>The Clochards</b>, dansk punkgruppe fra Tilst i Århus fra 1979. Bestod af Johnny Concrete (vokal og trommer), Jesper Brinck (guitar), Bjørn Hofmann (guitar, bas og vokal). Efter punkgruppen Dream Polices opløsning i september i 1979 dannede Johnny Concrete The Clochards med venner der gik på Langkær Gymnasium i Tilst. Løst tilknyttet var Lars Kabel og Claus Buldermave (tidligere medlem af Dream Police).
</p><p>Navnet 'Clochards' kommer af det franske ord for vagabonder der sover under Seinens broer i Paris.
</p><p>Gruppen spillede især på Tagskægget i Århus. 
</p><p>I 1979 indspillede gruppen en demo i det lokale Luna studio med Kim Bækgaard som producer.
</p><p>16. februar 1980 spillede gruppen i den en-dages punkfestival <i>Rock mod profitten</i> i Stakladen i Århus. Punkgrupper fra både Århus og København var samlet. Men det var medlemmer af rockergruppen <i>The Tornadoes</i> også. Under The Clochards optræden kom til slagsmål mellem rockergruppen og punkerne, og politiet blev tilkaldt. Mange blev anholdt deriblandt Johnny Concrete, og 500 gæster blev vist bort fra stedet. Episoden blev senere kendt i Århus punkmiljø som Staklade massakren. 
</p><p>Følgen var at The Clochards blev bandlyst fra de lokale spillesteder. Gruppen fik dog mulighed for at spille enkelte steder under pseudonymet <i>Aalborg Portland</i>.
</p><p>Det var også meningen at gruppen skulle have spillet ved Randers's første punkkoncert, sammen med andre bands såsom <i>Gylle</i> og <i>The Zero Point</i>. Men undervejs til Randers fik gruppen lidt for meget at drikke og de blev anholdt ved ankomsten til Randers.
</p><p>I april 1980 blev gruppen inviteret til at indspille i Gnags's studie Feedback af frontmanden for Gnags Peter A.G. Nielsen. Peter A.G. sad selv bag mixerpulten ved optagelserne. Selve masterbåndet til optagelserne blev aldrig udgivet og senere slettet, men kassettebåndskopier florerede i det århusianske punkmiljø. En af disse blev ved hjælp af moderne redigeringsteknikker afpudset og brugt som master til 2003 udgivelsen af optagelserne der blev til <i>kritikken EP</i>.
</p><p>Gruppen spillede sin sidste koncert i <i>Koncertmaskinen</i> 16. maj 1981. 
</p><p>Bjørn Hofmann og Johnny Concrete spillede en kort tid sammen i bandet <i>Deformed</i> derefter. Senere gendannede Johnny Concrete Dream Police.
</p>"
418713,Coco Moon,"['Daniel Skjødt', 'Jens Hyldgaard', 'Jens Nowack', 'Nana Odderskær', 'Niels Hyldgaard']",['pop'],"<p><b>Coco Moon</b> er en eksperimental popgruppe fra Århus. Gruppen har tidligere optrådt under navnet <b>Magnum44</b>.
</p><p>Musiktidsskriftet Gaffa spåede i januar 2010 gruppen til at blive et af årets store navne i musik.
</p>"
153696,Compos Mentis,"['Andreas Posselt', 'Bo Damgaard', 'Dan Damgaard', 'Jesper Heinsvig', 'Ken Holst', 'Rune Klausen', 'Ryan Kristensen']","['heavy metal', 'death metal']","<p><b>Compos Mentis</b> er et dansk melodisk dødsmetal/sortmetal-band, som blev dannet i Vojens. Bandet har så vidt udgivet tre indspilninger <i>Quadrology of Sorrow</i>, <i>Fragments of a Withered Dream</i> og <i>Gehennesis</i> i perioden 2000-2007. 
</p>"
51243,Cool Kids,"['Caroline Forsberg Thybo', 'Ibrahim Chouqeir', 'Niki Nack Popovic']","['pop', 'eurovision pop', 'children']","<p><b>Cool Kids</b> var en børnemusikgruppe som vandt det danske børnenes melodi grand prix, MGP, i 2004 med sangen ""Pigen er min"". Gruppen bestod af Caroline Forsberg Thybo, Ibrahim Chouqeir og Niki ""Nack"" Popovic. Da de vandt MGP var Caroline Forsberg Thybo og Niki Popovic begge 11 år og gik i samme skole i Skanderborg. Ibrahim Chouqeir var 10 år og boede i Århus. Sejren i MGP kvalificerede Cool Kids til at deltage i Junior Eurovision Song Contest i Lillehammer i Norge, hvor de de blev nummer 5 ud af 18 deltagere. Efterfølgende havde gruppen en række koncerter og tv-optrædener. Gruppen blev nedlagt nogle år senere.
</p>"
128310,Copenhagen Art Ensemble,"['Anders Banke', 'Anders Mogensen', 'Bjørn Heebøll', 'Gunnar Halle', 'Jacob Anderskov', 'Jakob Riis', 'Lars Greve', 'Lotte Anker', 'Nils Davidsen', 'Peter Dahlgren', 'Peter Fuglsang', 'Qarin Wikström', 'Thomas Clausen', 'Tomasz Dąbrowski (2)', 'Ture Larsen']",['jazz'],"<p><b>Copenhagen Art Ensemble</b> eller <b>CAE</b> er et dansk jazzorkester, der blev oprettet i 1995. Orkesteret har sit udspring i jazztraditionen, men valgte at krydse grænser fra den første koncert. Under ledelse af Ture Larsen og Lotte Anker har CAE lavet koncerter som:
</p>
<ul><li>CAE og John Thichai</li>
<li>CAE og Tim Berne</li>
<li>CAE og Radiojazzgruppen (1964-1985)</li>
<li>CAE og Nordic Experience</li>
<li>CAE og Cubansk BATA tradition</li>
<li>CAE og Zapolski-Kvartetten</li>
<li>CAE og Purple Spaze</li>
<li>CAE og Surround Sound (8 speaker set-up)</li>
<li>CAE og Performance (Up Against the Wall)</li>
<li>CAE og LydSky (Surroundsound &amp; Laptop)</li>
<li>CAE og Carl Fredrik Reuterswärd</li></ul>"
1034111,Copenhagen Drummers,"['Brian Jensen, Jacob Baagøe, Jonas Dyrsø, Joel Adelgaard, Nicolaj Sicard', 'Daniel Hansen, Matthias Brønnum, Morten Specht, Matti Schneider']","['eurovision pop', 'rock', 'electronic']","<p><b>Copenhagen Drummers</b> er en dansk tromme/percussion-gruppe som blev dannet i 2010 af 6 konstabler fra Den Kongelige Livgardes Tambourkorps. Gruppen deltog i talentshowet Talent 2010 på tv-kanalen DR1, hvor de vandt finalen med dobbelt så mange stemmer som andenpladsen.
</p><p>Copenhagen Drummers turnerede Danmark rundt med Lars Lilholt Band i 2011 og 2012.
</p><p>Gruppens første single Jeg Er Din feat. Kasper Nyemann blev udgivet i 2012 på pladeselskabet U&amp;! og Sony Music Denmark. Jeg Er Din blev produceret i samarbejde med den danske sanger og sangskriver Jon Nørgaard og musikproducer Søren Mikkelsen. Jeg Er Din toppede som #3 på ITunes Store.
</p><p>Gruppen har haft løbende udskiftning af medlemmerne og blev reduceret fra 6 til 4 medlemmer i 2012.
</p><p>Copenhagen Drummers assisterede den danske sangerinde Emmelie de Forest ved Dansk Melodi Grand Prix 2013 og senere Eurovision Song Contest 2013 i Malmø, hvor de vandt med sangen Only Teardrops.
</p><p>I 2014 assisterede Copenhagen Drummers Emmelie de Forest på numrene Only Teardrops og Rainmaker ved Eurovision Song Contest 2014 finaleshowet i København. 
</p><p>Copenhagen Drummers spillede deres to første liveshows i eget navn i 2014 på spillestederne Skive Theater og Hermans i Århus. Gruppen turnerede i 2016-2017 med Elements Tour, som var deres første egentlige Danmarksturné. I 2018 turnerede Copenhagen Drummers i Danmark med showet <i>Lights On</i>.
</p><p>I 2018 optrådte Copenhagen Drummers ved fejringen af H.K.H. Kronprins Frederik's 50 års fødselsdag, som blev sendt live på tv-kanalen DR1 fra Royal Arena i København.
</p><p>I 2019 udgiver gruppen deres 2. single <i>Moombah Trash</i>. Nummeret er produceret i samarbejde med musikproduceren Steffen Aba.
</p><p>Copenhagen Drummers turnererede i 2020 med <i>The Grand Tour</i> som bestod af 45 shows i forbindelse med gruppens 10 års jubilæum. 
</p><p>I 2020 medvirkede Copenhagen Drummers på psy-trance singlen <i>Bang That Drum</i> af DJ Aligator som blev udgivet på pladeselskabet Gator Records.
</p><p>Copenhagen Drummers har udgivet en uofficiel slagsang og musikvideo i forbindelse med EM i fodbold (2020)/2021. På <i>Et Yndigt Land</i> som sangen hedder, medvirker Jimmy Lindér Månsson fra det danske rockband Blended Brew på vokal og guitar. Sangen er produceret af musikproducer Steffen Aba og har blandt andet ligget #1 på iTunes Store Electronic Chart og er blevet tilføjet til det danske Herrelandsholds officielle playliste for EM i fodbold (2020)/2021 på Spotify.
</p><p>I forbindelse med VM i fodbold 2022 i Qatar har bandet udgivet endnu en fodboldsang <i>Sejr I Dag</i> med sangerinde Anna Mathilde Jessen på vokal. <i>Sejr I Dag</i> er produceret af musikproducer Gustav Boje Brun og er udgivet af Warner Music Denmark.
</p><p>I 2022 har Copenhagen Drummers turneret med deres <i>Feel Good Tour</i> som bestod af 40 shows på spillesteder og teatre i Danmark.
</p><p>I 2025 har gruppen turneret med <i>Energy Tour</i> som bestod af 26 shows på spillesteder og teatre i Danmark og Sverige.
</p>"
786495,Corona (dansk band),"['Carsten Wind', 'Jesper Bo Nielsen']",[],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Corona.</i> <small>(Se også artikler, som begynder med Corona)</small></dd></dl>

<p><b>Corona</b> var et dansk band, der var aktivt fra 1981 til 1985.
</p><p>Bandet spillede især ved arrangementer i København og omegn, bl.a. optrådte de ofte på Hillerød Festivalen og på Musikstedet Linden, ligesom de medvirkede i udsendelser i Danmarks Radio og Fjernsyn.
</p><p>Gruppens debutalbum, <i>Corona</i> udkom i 1984, hvor Holger Laumann medvirkede på saxofon på en melodi og Lene Nørgaard sang baggrundskor.
</p><p>Gruppen spillede musik skrevet af Casper Kofod, som også skrev mange af teksterne. De øvrige tekster blev skrevet af Klaus Rasmussen eller Elsebeth Jacobsen. Et instrumentalnummer på pladen var skrevet af Carsten Wind.
</p><p>Bandet medvirkede også med nummeret ""På en Rejse"" på Karnevals Pladen (1984) udgivet af Støtteforeningen Karneval.
</p>"
446101,Cowgirls,"['Lis Sørensen', 'Sanne Salomonsen', 'Tamra Rosanes']",['country'],"<dl><dd><i>Denne side handler om den danske musikgruppe. For mere generel betydning, se Cowboy.</i></dd></dl>

<p><b>Cowgirls</b> var en dansk countrytrio bestående af sangerne Sanne Salomonsen, Lis Sørensen og Tamra Rosanes, der i 2001 indspillede et enkelt album og gav en række koncerter i forlængelse heraf.
</p><p>Tamra Rosanes var den eneste fra gruppen, der inden albummet havde beskæftiget sig aktivt med country-genren, og det var hende, der i slutningen af 1990'erne tog initiativet ved at spørge Sanne Salomonsen, som hun havde kendt gennem mange år, om ikke de skulle lave et countryalbum sammen. Senere fik hun også Lis Sørensen med på ideen, og de tre sangere gav sig til at lytte til en række countrysange. De valgte derpå 16 sange ud, som de med overvejende amerikanske musikere og blandt andet Ivan Pedersen som producer indspillede i et studie i Nashville. Af disse sange blev 11 valgt ud til det album, der fik titlen <i>Girls Night Out</i>.
</p><p>Efter udgivelsen af albummet drog trioen på en længere danmarksturné i de første måneder af 2002. Der kom dog ikke mere ud af samarbejdet, og de tre sangere gik efterfølgende igen hver til sit, idet de dog senere i visse situationer har optrådt sammen igen.
</p>"
