pageid,title,cleaned_member,intro_text,genres
433865,Passtime Poets,[],"<p><b>Passtime Poets</b> er en Rock/Pop-band fra Danmark.
</p><p>Gruppen udsendte i efteråret 2008 en EP ""Mt. Everlast"", hvorfra singlen ""Hollywood"" kom i rotation på P3.
</p><p>Også udlandet fattede interesse for rockkvartetten, som fik airplay i bl.a. Tyskland, Færøerne og England, hvor de er i stald hos selskabet Reeks Music.
</p><p>Passtime Poets gik indtil 2007 under navnet Amazonair og har base i deres eget studie på Islands Brygge.
</p><p>Gruppen spiller britisk beatpop med referencer til Morrissey, Suede, Blur og Pet Shop Boys.
</p>","['pop', 'rock']"
457464,People Press Play,"['Anders Remmer', 'Jesper Skaaning', 'Thomas Knak', 'Sara Savery']","<p><b>People Press Play</b> er et electronicaband fra Danmark. Gruppen består af Anders Remmer, Jesper Skaaning, Thomas Knak (alias DJ Opiate) og Sara Savery.
</p><p>Gruppens selvbetitlede debutalbum fra 2007 modtog fem ud af seks stjerner i musikmagasinet <i>GAFFA</i>.
</p>",['electronic']
700061,Phillias Fogg,[],"<p>Navnet <b>Phillias Fogg</b> var også navnet på det første band der spillede på den første Roskilde Festival i 1971. Bandet hed Phillias Fogg var fra Danmark, Greve og Karlslunde syd for København. Roskilde Festival blev dengang kaldt Roskilde Sound Festival, og fandt sted på dyrskuepladsen i Roskilde 1971. Forbillede for Roskilde Sound Festival var Woodstock Festivalen.
</p><p>Phillias Fogg (DK) var det første band der spillede, på den primitive scene, medbringende egne guitarforstærker, mikrofoner og sanganlæg. Medlemmerne var Vagn Nørgård guitar, tværfløjte, sang, Peter Bjørn Hansen guitar og sang, Rolf Nakskov Petersen Trommer, Torben Eriksen bas, Hans Ulrik guitar, Jørgen Olsen sang.
Vagn Nøraard (søn af komponisten Helmer Nørgaard) var den musikalske kraft, der komponerede al gruppens musik. Teksterne blev skabt kollektivt i den efterfølgende proces. Gruppens organisator og leder var Peter Bjørn Hansen. 
</p><p>Det lykkedes gruppen at holde sammen i ca. 3 år efter deres debut på Roskilde Festivalen, selvom deres trommeslager blev head hunted af pop orkestret Jensen &amp; Co. Vagn Nørgård og Peter Bjørn Hansen holdt sammen i alle årene, men til sidst opløstes gruppen i 1973.
</p><p>Gruppen blev startet og gav sin første koncert i 1968 på KrogårdsSkolen ved Hundige centret i Greve kommune, under navnet Moony Group, ... og bestod dengang af Peter Bjørn Hansen Guitar og sang (band-leader) Bjarne Thomsen basguitar, Erik (nu ejer af Cykelgården Greve), Torben Eriksen guitar, Jørgen Olsen sang.
</p>",['pop']
479435,Pil & Liv,"['Pil', 'Liv']","<p><b>Pil &amp; Liv</b> er en folkpop-duo fra Århus, Danmark, der består af de to søstre Pil (guitar, ukulele og vokal) og Liv Clausen (guitar, glockenspiel og vokal). De er begge søstre til sangerinden Freya Christine Clausen, som i 90'erne slog igennem med hittet ""Yellow Ladybird"". De udgav d. 26. marts 2012 deres debutalbum <i>Hangovers</i>, som blev taget godt imod af danske kritikere og anmeldere. Duoen har turneret rundt i Danmark med bl.a. Thomas Buttenschøn og Ida Gard.
</p>","['pop', 'k-pop']"
274823,Pimp-A-Lot,[],"<p><b>Pimp-A-Lot</b> er en gruppe rappere, der blev startet i år 2000 i Århus V. Abu Malek virkede som leder af kollektivet. Crewet er bedst blevet kendt blandt den brede befolkning ved hjælp af rapperne Marc Johnson, U$O og L.O.C., der har gæsterappet. Medlemmerne af Pimp-A-Lot er bl.a. Marwan, Jøden, Player´n Cha D og Angie.
</p>",['hip hop']
488408,Pin-Ups,[],"<p><b>Pin-Ups</b> (1980-1983) var et dansk new wave band. Bandet debuterede i Saltlageret i september 1980, hvor de spillede opvarmning for Warm Guns. Pin-Ups spillede bl.a. til generationsmanifestationen NÅ!!80 i Huset i Magstræde og et udvalg af koncerter i Rockmaskinen, bl.a. sammen med No Knox og Before. Bandets sidste optræden var den 26. oktober 1983 til en koncert i Radiohuset, der blev optaget og sendt i DR P3 i november 1983.
</p><p>Medlemmerne i Pin-Ups var Katrine Ring (Vokal),
Michael Hillerup (bas, også i Brats, In A Sense, Janes Rejoice, The Fence, Birmingham 6, Neotek m.fl.)
Kim Løhde Petersen (Guitar, vokal, også i Bravo Dalton, Birmingham 6, Los Tres Amigos og DKRockstarGorgeous),
Carsten Petersen (guitar, vokal),
Niels Nahmensen (trommer).
Senere medlemmer inkluderer bl.a. Mikael Højris (bas) og Søren Santini Skov (trommer).
</p>",['rock']
484394,Pink Marines,[],"<p><b>Pink Marines</b> er en electro pop-duo fra Danmark.
</p>","['pop', 'electronic']"
960556,Place on Earth,"['Mille Katharina Hassenkam', 'Ølstykke', '', 'Kathrine Ørnfelt', 'Horsens', 'Andreas Falch Kruse', 'Hareskov', '']","<p><b>Place on Earth</b> var en dansk trio bestående af Mille Katharina Hassenkam, Kathrine Ørnfelt og Andreas Falch Kruse.
</p><p>Place on Earth gik i opløsning efter mindre end ét år sammen, i 2019. Begrundelsen for at de gik fra hinanden er at finde i deres samarbejde med pladeselskabet Sony. Sony mente ikke at de lagde nok kræfter i deres fælles projekt og derfra kom beslutningen om at slutte projektet, Place on Earth.
</p><p>Place on Earth deltog i den 11. sæson af X-Factor på DR1 i 2018, hvor de havde Thomas Blachmann som mentor. De vandt den 6. april 2018 den sidste sæson på DR1, over Jaime Talbot og Rasmus Therkildsen som den tredje gruppe i X Factors historie. De sikrede også Blachmann hans anden sejr i konkurrencen. Den første gang var i 2014 hvor han vandt med Anthony Jasmin. Præmien de vandt var en tur til Los Angeles, hvor de skulle indspille en EP.
</p><p>De tre medlemmer havde oprindeligt stillet op som solister til X Factor auditions men blev fravalgt i forløbet til liveshowene, hvorefter de blev ført sammen af deres mentor Thomas Blachmann i hans gruppedannelse, ligesom gruppen Sol og Christian. Kathrine og Andreas blev sendt hjem af Sanne Salomonsen til 5 Chair Challenge, og Mille blev valgt fra i udvælgelsen til dette.
</p><p>Navnet <i>Place on Earth</i> blev valgt ud fra den første sang trioen sang sammen. Nemlig Lana Del Reys ""Video Games"", foruden medlemmernes hvide påklædning under deres fotosession. Mille fra gruppen forklarede, at grunden til navnet var at det hvide tøj fik dem til at se engleagtigt ud. Og at Del Ray i hendes sang synger ""heaven is a place on earth"". Eftersom at engle bor i himlen, og de lignede engle, måtte deres nye trio hede Place on Earth.
</p><p>Gruppen har siden begyndelsen fået ros fra både seere og dommere, men der har dog også været noget kritik om at de lød usammenhængende og som individualister fra Blachmanns meddommere Salomonsen og Remee. Trods kritikken fra de to, har trioen fået stor ros fra en række internationale anerkendte sangere, hvis sange de har sunget i liveshows. Da de i første liveshow sang Perfume Genius' ""Slip away"", fik de efterfølgende et skulderklap fra sangeren bag nummeret Mark Hadreas. Også det engelske band The xx roste trioen for deres version af ""Say Something Loving"" i tredje liveshow. I andet liveshow sang Mille, Kathrine og Andreas ""So Mournful the Elegy, So Comforting the Hymn"", hvilket også vakte glæde hos Hymns from Nineveh<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden april 2018)"">kilde mangler</span></i>]</sup> som har skrevet nummeret.
</p><p>Trioen kom aldrig i farezonen, og blev sendt direkte videre fredag efter fredag af seerne. De skulle fredag den 6. april kæmpe om at blive vinderen af X Factor 2018, sammen med Jamie Talbot og Rasmus. De vandt finalen med 58,2 % af stemmerne imod Jamie Talbot som fik 41,8 % af stemmerne. efter stemmerne var udgivet vandt Place on Earth 6 ud af 7 liveshows hvor i live show 5 hvor det var Rasmus som fik flest stemmer.
</p><p>Place on Earths vindersingle blev udgivet den 30. marts 2018. Singlen hedder ""Young"" og er skrevet og produceret i samarbejde med sangerinden Kwamie Liv og produceren Nicolai Kornerup, der er med i duoen AyOwA.
</p>",[]
237330,Playhouse,[],"<p><b>Playhouse</b> (1991-1997) er et dansk indierock band, der bl.a. ofte spillede i det oprindelige Musikcafe'n i Huset i Magstræde og på københavnske spillesteder som Stengade 30, Rust, Studenterhuset etc.
</p><p>Bandet havde en række udgivelser der distribueredes i det københavnske undergrundsmiljø, som bl.a. blev anmeldt positivt i Musikmagasinet Gaffa. Playhouse deltog i 1990'erne i en Sony reklamekampagne, som blev optaget på det legendariske Jazzhus Montmartre. Bandet blev i 1997 udvalgt i en P3-konkurrence i programmet ""Strax"", som resulterede i studiooptagelser med John Aagaard (Aqua manager), der senere blev udsendt på Projection Records. 
</p><p>Medlemmerne i Playhouse var ex-UCR, ex-Alter Ego, ex-Selig og har enkeltvis senere spillet en rolle i disse sammen med Sort Sol (2001), Frogstone, Martin Hall og jetpetz.
</p>","['rock', 'indie rock', 'jazz']"
865709,Pligten Kalder,"['Torben Steno', 'Johan Olsen', 'Peter Bech-Jessen']","<p><b>Pligten kalder</b> er en dansk musiktrio, der består af journalisten Torben Steno (elastikoptrukket Optigan-orgel), rocksangeren Johan Olsen kendt fra Magtens Korridorer (vokal) og saxisten Peter Bech-Jessen (klarinet/mezzosopran-sax).
</p><p>Olsen og Steno dannede Pligten Kalder i 2007, og efterfølgende kom Bech.Jessen med på saxofon og klarinet. Ifølge Steno startede Pligten Kalder som en joke, og deres numre er da også specielle, fx ""Tre ældre kvinder på en tom bøssebar i november"". Deres første koncert var i Huset i Magstræde i 2007. Senere samme år udkom deres første EP kaldet <i>Pligten Kalder</i>, der blev godt modtaget i musikmagasinet <i>GAFFA</i>.
</p><p>Den 18. april 2014 udkom gruppens debutalbum med titlen <i>Du Skulle Have Været Der Igår!</i>. Det modtog fire ud af seks stjerner i <i>GAFFA</i>.
</p>",['rock']
114973,Pluto (band),[],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Pluto.</i> <small>(Se også artikler, som begynder med Pluto)</small></dd></dl>
<p><b>Pluto</b> er et dansk indie-pop-band.
</p>","['pop', 'indie rock']"
1133793,Popsi og Krelle,"['Popsi', 'Krelle']","<p><b>Popsi og Krelle</b> er en dansk musikduo, der spiller børnemusik. Gruppen består af Maiken Ingvordsen (vokal, klaver, komponist) og Christian Reinholtz (guitar, komponist), de startede for alvor i 2018 med fortolkninger af danske børnesange, og de har siden genereret over 400 mio. visninger på YouTube, hvor de har over 125.000 abonnenter. De udgives på Youtube og på musikstreamingplatforme af MusiCat, Universal Music Denmarks børnelabel.
</p><p>Grupens første album, <i>Hjulene på bussen</i>, har solgt trippel platin, og det har ligget på albumhitlisten i 120 uger.
</p><p>Gruppen modtog prisen Årets børnekulturpersonlighed ved Børn i byen Prisen i både 2020 og 2021.
</p><p>Popsi og Krelle teamet består ligeledes af Illustrator Elise Reinholtz og musiker og musikproducer Kasper Villaume
</p>","['pop', 'children']"
720678,Port Friendly,"['Sebastian Høeg Gulmann', 'Peter Neergaard Henrichsen', 'Martin Krogh', 'Martin Lose', 'Anders Reuss']","<p><b>Port Friendly</b> er et dansk indie rockband, der udgav deres første album i 1995. Bandet består af Sebastian Høeg Gulmann (vokal, elektrisk og akustisk guitar), Peter Neergaard Henrichsen (vokal, elektrisk og akustisk guitar, trommer, klaver, keyboard og mundharpe) og Martin Krogh (bas).
</p>","['rock', 'indie rock']"
143515,Powersolo,['Kim Hjorth Jeppesen og Bo Hjorth Jeppesen'],"<p><b>Powersolo</b> er en rock'n'roll-duo, der har brødrene Kim Hjorth Jeppesen (Kim Kix) og Bo Hjorth Jeppesen (Atomic Child) som faste medlemmer.
</p>",['rock']
323853,Pretty Maids,['Ronnie Atkins'],"<p><b>Pretty Maids</b> er et dansk heavy metal-band fra Horsens, som blev dannet af Ronnie Atkins (borgerligt navn Paul Christensen) og Ken Hammer i 1981. Bandet havde sin storhedstid i 1980'erne, men er stadige aktive på den danske så vel som den udenlandske musikscene. Bandet er mest kendt for deres coverversion af John Sykes/Thin Lizzy-sangen <i>""Please Don't Leave Me""</i>, som blev udgivet på albummet <i>Sin-Decade</i> fra 1992. 
</p><p>Efter de 2 seneste anmelderroste album <i>Pandemonium</i> og <i>Motherland</i>, har bandet udgivet en genindspilning af gamle numre fra 1995 til 2006, <i>Louder Than Ever,</i> som udkom marts 2014 og indeholder 4 nye sange.
</p><p>Bandet består i dag af medlemmerne Ronnie Atkins (vokal), Ken Hammer (guitar), Allan Sørensen (trommer), Chris Laney (keyboard) og Rene Shades (bas).
</p>",['heavy metal']
648259,Prinsens Musikkorps,[],"<p><b>Prinsens Musikkorps</b> er et dansk militært brassband, som har base på Skive Kaserne. Det er et professionelt musikkorps under Flyvevåbnet. Orkestrets chef er Leo Ebbesen Pedersen, og Ole Edvard Antonsen er chefdirigent. René Bjerregaard Nielsen er tilknyttet som Musikdirigent.
</p><p>Musikkorpset hørte tidligere under Prinsens Livregiment og har rødder tilbage i det 17. århundrede. 1. oktober 2020 overgik korset fra Hæren til Flyvevåbnet.
</p>",['brass band']
223891,Psychopomps,"['Jesper Schmidt', 'Flemming Norre Larsen', 'Kaare Mogensen']","<p><b>Psychopomps</b> var et dansk industrial dance-band, som debuterede i 1990 med EP'en <i>More DK</i> og den efterfølgende LP <i>Assassins DK United</i> på danske Slop Pail Records. Deres hårdtpumpede musikalske stil og de tankeprovokerende og hårde tekster medvirkede til en vis umiddelbar opmærksomhed og et vist røre i de danske medier i en tid, hvor selv de store dagblade havde et vist fokus på denne nye elektroniske danske undergrund, der udover Psychopomps bl.a. talte navne som Leæther Strip og Birmingham 6. Også i Danmarks Radio var der i en tid stor fokus på bandet, og sange som ""Godshit"" og ""Drunk City"" fra <i>More DK</i> var ofte at høre på P3.
</p><p>Efterfølgende blev de to debutplader og bandets efterfølgende Maxi-single <i>Godshit</i> udgivet på licens på det legendariske tyske pladeselskab Zoth Ommog, hvormed bandet senere skrev kontrakt og udgav deres næste LP <i>Pro-Death Ravers</i> og EP'en <i>In The Skin</i> i de efterfølgende år samt de to LP'er <i>Six Six Six Nights In Hell</i> i 1995 og <i>Fiction Non Fiction</i> i 1998. Derudover udgav Psychopomps i 1996 <i>First Blood</i>, som er et indblik i bandets tidlige dage, og som indeholder ikke-udgivne sange og demoversioner fra tiden 1989-1990.
</p><p>Bortset fra albummet <i>Fiction Non Fiction</i> er bandets LP'er desuden udgivet i USA på Cleopatra Records, hvorfra de stadig sælges i dag.
</p><p>I 2004 medvirkede Psychopomps desuden på soundtracket til den episke gyser <i>Saw</i> med nummeret ""Wonderful World"". Soundtracket blev udgivet i USA på Koch Entertainment og senere udgivet i resten af verden via Roadrunner Records. Begge versioner indeholder Psychopomps-sangen, som originalt er at finde på albummet <i>Six Six Six Nights In Hell</i>, der udkom hele ni år tidligere.
</p>","['electronic', 'industrial']"
882477,På Slaget 12,['Ann-Mette Elten'],"<dl><dd></dd></dl>

<p><b>På Slaget 12</b> (også kendt som <b>PS12</b>) er et dansk pop- og rockband der hovedsageligt består af sangerinde Ann-Mette Elten og sangskriver og guitarist Niels Kirkegård. På Slaget 12 blev dannet i 1984 af Elten, Kirkegård, keyboardspiller Søren Møller, bassist Mogens Lodahl, og trommeslager Mats Madsen. Bandet udgav deres selvbetitlede debutalbum i 1986, hvorfra sangen Hjem til Århus blev et stort hit. Albummet solgte 61.000 eksemplarer.
Efter en række succesfulde albums op gennem 80'erne, blev albummet <i>Ro mit hjerte</i> (1997) en salgsmæssig fiasko med blot 1.800 solgte eksemplarer. I februar 2002 fik På Slaget 12 et kommercielt comeback med albummet <i>Let's Dance</i> bestående af gamle 50'er og 60'er hits. Albummet blev en kæmpe succes med 115.000 solgte eksemplarer. Allerede i november 2002 udkom efterfølgeren <i>Let's Dance 2</i>, og i juni 2003 <i>Let's Dance 3</i>, dvs. at gruppen udgav tre albums på under halvandet år. I 2004 udkom den fjerde og sidste i serien af <i>Let's Dance</i>-albums, som samlet har solgt over 350.000 eksemplarer. Den store succes med <i>Let's Dance</i> førte også til mange koncertoptrædener og bandet gav fra 2002 til omkring 2012 ca. 80 koncerter om året. I de senere år er koncerterne fordelt mellem Ann-Mette Elten som solist og På Slaget 12. 
</p><p>I 2004 udsendtes <i>På Slaget 12 spiller På Slaget 12</i> der som navnet antyder er en genindspilning af nogle af bandets gamle sange, heriblandt en live-udgave af Hjem til Århus. I 2011 mødte komponist Niels Kirkegaard tilfældigt tekstforfatter Roar Amundsen og i ham fandt Ann-Mette og Niels en ligesindet. Siden er det blevet til mange fælles Kirkegaard/Amundsen-kompositioner og også mange gode snakke om, hvor samfundet bevæger sig hen, og hvad man som sangskriver og kunstner kan gøre for at sætte fingeren på det, der er vigtigt, og gennem musikken bidrage med noget eftertænksomhed og noget hjertelighed i et land og i en tid, hvor rigtig meget foregår på overfladen. Seneste album, ""Hjerterne fri"" med sange skrevet af Kirkegaard og Amundsen udkom i 2015, og siden er der udgivet tre singler, ""Mens vi går og venter"" (2016), ""Gi lidt kærlighed"" (2018) og ""Mandag"" (2018).
</p>","['pop', 'rock']"
405779,Quadron,['Robin Hannibal'],"<p><b>Quadron</b> er en dansk duo bestående af sangerinden Coco Maja Hastrup Karshøj (Coco O) og musiker/producer Robin Hannibal, og musikken, de leverer, kalder gruppen selv for elektronisk soul.
</p>","['soul', 'electronic']"
187151,Racetrack Babies,"['Hans-Christian Søgaard Andersen', 'Cecilie Ravik', 'Christian Søgaard Andersen', 'Cecilie Ravik', 'Jacob Aaby', 'Mads Hvidt', 'Martin Bjerregård', 'Morten Søfting', 'Chad Charlton', 'Christian Hvid', 'Johan', 'Villads Berg', 'Michael']","<p><b>Racetrack Babies</b> var en københavnsk støjpopgruppe der blev dannet i sommeren 1998 af Jacob Aaby Nielsen, Mads Hvidt, Christian Andersen og Cecilie Ravik.
</p>","['pop', 'j-pop']"
417729,Racing Ape,[],"<p><b>Racing Ape</b> er en musikgruppe fra Danmark. Racing Apes debutalbum udkom i 2002. Gruppens anden plade ""Public Shelter"" Udkom i 2005.
Live var bandet i en liga for sig, og spillede bl.a. opvarmning for de amerikanske grupper Live og Black Rebel Motorcycle Club og danske Sort Sol.
Opløst 2007.
</p>",[]
251529,RaiDen,[],"<p><b>RaiDen</b> er en dansk vokal-gruppe.
Gruppen blev opdaget via talentshowet X-Factor, vist på DR1 vinteren 2008.
</p>",[]
654804,Rangleklods,['Esben Andersen'],"<p><b>Rangleklods</b> er en electro-kunstner fra Danmark, og består af Esben Nørskov Andersen, og fra 2014 til 2019 tillige af Pernille Smith-Sivertsen. Rangleklods har turneret i Danmark og i Tyskland, England, Frankrig og en lang række andre europæiske lande. På Roskilde Festival 2012 spillede Rangleklods for et pakket Cosmopol.
</p>",['electronic']
1083908,Reddi,['Ihan Haydar'],"<p><b>Reddi</b> er et dansk-svensk band bestående af Mathilde ""Siggy"" Savery, Ida Bergkvist og Ihan Haydar. Agnes Roslund var tidlig medlem af bandet. De repræsenterede Danmark i Eurovision Song Contest 2022, med sangen ""The Show"". men de kvalificerede sig ikke til finalen. Da resultaterne af semifinalens resultater blev offentliggjort fremgik det, at Reddi havnede på en 13. plads med 55 point. 35 point. fra juryerne og 20 point fra seerne.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden maj 2022)"">kilde mangler</span></i>]</sup> Grunden til at Agnes Roslund forlod bandet er at hun vendte tilbage til sit hjemland Sverige så hun kan fokusere på sin uddannelse.
</p>",['eurovision pop']
436980,The Rhonda Harris,['Nikolaj Nørlund'],"<p><b>The Rhonda Harris</b> eller blot <b>Rhonda Harris</b> er en indierock gruppe fra Danmark med Nikolaj Nørlund som forsanger og eneste faste medlem.
</p><p>Debutalbummet, <i>Rhonda Harris</i>, udkom i 1995. Albummet blev nomineret til Årets danske album ved Danish Music Awards i 1996.
</p><p>I 2001 kom <i>The Trouble With Rhonda Harris</i>, der modtog fire ud af seks stjerner i musikmagasinet <i>GAFFA</i>. <i>Under The Satellite</i> blev udgivet i 2003 og modtog tre ud af seks stjerner i <i>GAFFA</i>, mens <i>Soundvenue</i>s anmelder gav fire ud af seks stjerner.
</p><p>I 2006 udkom <i>Tell The World We Tried – The songs of Townes Van Zandt</i>, som både <i>GAFFA</i> og <i>Soundvenue</i> gav fire ud af seks stjerner. <i>Here's The Rhonda Harris</i> udkom i 2008 og fik fem ud af seks stjerner i <i>GAFFA</i>.
</p>","['rock', 'indie rock']"
554166,Ridin’Thumb,[],"<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>

<p><b>Ridin' Thumb</b> er et dansk funkband, stiftet i 1989 af de to guitarister Nicolai Halberg og Martin Finding.
</p><p>Bandet startede i 1989 med koncerter på blandt andet Cafe Rust og i Musikcafeen, Huset i Magstræde. Bandet opstod ud af flere jamsessions i Musikcafeen. 
</p><p>Navnet Ridin' Thumb stammer fra et nummer skrevet af Seals &amp; Crofts, indspillet af blandt andre en af bandets inspirationskilder, Ray Charles. Bandets repertoire bestod blandt andre af numre fra Ray Charles' album <i>Love &amp; Peace</i> fra 1978, bl.a. ""Hey Girl"", ""20th Century Fox"", ""Give The Poor Man A Break"" og ""Ridin' Thumb"". Derudover spillede bandet numre af Aretha Franklin, Tower of Power, James Brown, Sly And The Family Stone og andre. 
</p><p>Efter et eget arrangement af nummeret Ridin' Thumb udgav bandet i 1993 en EP, der udover den nye udgave af nummeret indeholdt en coverversion af Donny Hathaways ""A Song For You"" og to egne kompositioner, ""Know What I Mean"", skrevet af daværende organist Jacob Christoffersen og ""Look Inside Your Soul"", skrevet af daværende trompetist Jeppe Kaas. EP'en var forløberen til albummet <i>Different Moves Different Grooves</i>, der udkom i 1994. Albummet indeholdt 11 numre, hvoraf to var coverversioner; ""A Song For You"" og ""Believe To My Soul"", begge versioner af Donny Hathaway. På albummet og ved efterfølgende koncerter medvirkede rapperne Remee og Al Agami. 
</p><p>I 1999 gik forsangeren Niels HP og Jacob Christoffersen ud af bandet. Keyboardpladsen blev besat af Joakim Pedersen. Jonas Winge Leisner fik pladsen som forsanger i bandet og Stine Hjelm Jacobsen trådte ind i bandet som støttevokal. Trommeslageren Nolan Mattsson blev erstattet af Klaus Menzer. Herefter gik Ridin' Thumb i studiet Sweet Silence og indspillede albummet <i>21st Century Funk</i> i år 2000. Der var 11 egne kompositioner på udgivelsen. På albummet og ved efterfølgende koncerter medvirkede rapperne Shaka Johnson og Joseph Agami samt DJ Martin Bøge Pedersen. Kort efter blev trommeslageren Klaus Menzer erstattet af Emil de Waal, der senere blev erstattet af Thomas Jepsen. Bandet indspillede herefter albummet <i>Work It Out</i> i 2002, der indeholdt 14 egne kompositioner. På albummet og ved efterfølgende koncerter medvirkede rapperen Kuku Agami. Martin Bøge Pedersen blev efterfølgende erstattet af Thomas Hyllested. I 2014 udgav bandet albummet <i>People</i>. 
</p>","['funk', 'soul', 'hip hop']"
445136,The River Phoenix,"['Kristian Finne Kristensen', 'Michael Brandt Nielsen', 'Nikolaj Wichmann Hansen', 'Morten Leidecker', 'Stefan Garfield Rasch Holm']","<p><b>The River Phoenix</b> er et indierock band fra Danmark.
</p><p><br>
</p>","['rock', 'indie rock']"
131979,The Rotten Leprechauns,"['Emil Munk', 'Simon Kjær', 'Tore Alexandersen', 'Rune Alexandersen', 'Skelletore']","<p><b>The Rotten Leprechauns</b> er et horror/punk band fra Kolding. Teksterne handler hovedsageligt om zombier, varulve, monstre, fortabt kærlighed og lign. Stilen er oldschool melodisk hardcore.
</p>",['hardcore punk']
314974,Rugsted & Kreutzfeldt,"['Jens Rugsted', 'Stig Kreutzfeldt']","<p><b>Rugsted &amp; Kreutzfeldt</b> er en dansk duo bestående af Jens Rugsted og Stig Kreutzfeldt, der var aktive 1977-1985 og igen fra 2006.
</p><p>Bandets første album <i>Rugsted Kreutzfeldt 1</i> udkom i 1979. Senere fulgte tre LP'er med egne kompositioner, hvoraf særligt ""Jeg ved det godt"" fra 1978 er blevet en evergreen. Tre af teksterne var forfattet af Dan Turèll. Duoens popularitet kulminerede med en koncert på Plænen i Tivoli med over 50.000 publikummer.
Øvrige store hits er især ""Spring Op, Ta' Med"", ""Sad I Parken"", ""Da Du Var Min Helt Alene"", ""Tilfældigvis Forbi"", ""Tokio"" og ""Går Gennem Tiden"".
</p><p>I 1985 blev duoen opløst, men i de efterfølgende år arbejdede de to sammen om at producere albums for andre danske kunstere som Sanne Salomonsen (bl.a. albummet 'Sanne'), Lis Sørensen, Peaches &amp; Bobo samt Kim Larsen.
</p><p>Som producere har Jens Rugsted produceret plader med Kaya Brüel og Allan Olsen.
Stig Kreutzfeldt har produceret for Brødrene Olsen, Bifrost, Det Brune Punktum, Søs Fenger samt mange flere.
</p><p>Rugsted &amp; Kreutzfeldt blev gendannet i 2006 og gav efterfølgende en række koncerter. I 2011 var de atter pladeaktuelle med albummet <i>Rugsted &amp; Kreutzfeldt 5</i>.
</p>","['pop', 'punk']"
184613,Rumpistol,[],"<p><b>Rumpistol</b> er synonymt med komponist og producer Jens Berents Christiansen. Rumpistol har bl.a. udgivet på eget pladeselskab Rump Recordings samt på tyske Project: Mooncircle, amerikanske The Rust Music, ØEN Records og Sofa Beats.
</p><p>Rumpistol producerer neoklassisk og elektronisk musik i electronica-genren med inspiration fra ambient, dub, idm, techno og dubstep.
</p><p>Rumpistols musik blev første gang spillet af BBC radioværten John Peel i 2004.
</p><p>I 2008 bestilte Det Danske Filminstitut et live soundtrack fra Rumpistol til den russiske stumfilm ""Kosmisk rejse"" fra 1936 og igen i 2014 til den amerikanske stumfilm ""The Crowd"" fra 1928.
</p><p>I 2011 blev Rumpistol sammen med 7 andre præmieret af Statens Kunstfond's for årets bedste rytmiske udgivelse.
</p><p>Rumpistol udgav i 2016 singlen ""Eyes Open Wide"" skrevet og indspillet sammen med Ane Trolle. Rumpistol og Ane Trolle spillede derefter 7 koncerter i Danmark. Singlen blev samme år remixet af syv forskellige kunstnere og udgivet på Iboga Records.
</p><p>Den 7. september 2016 blev Rumpistol's musik blev brugt til åbningen af de Paralympiske Lege ved i Rio de Janeiro.
</p><p>Rumpistol har bl.a. spillet live på Roskilde Festival (DK) i 2006 og 2009, på MUTEK Festival (CAN) i 2012 og på Boiler Room UK i 2012..
</p><p>Den 4. december 2017 vandt han en Danish Music Award Jazz for udgivelsen ""Masala"" sammen med gruppen Kalaha som udover Jens Berents Christiansen (keyboards) bestod af Emil de Waal (trommer), Niclas Knudsen (guitar) og Mikael ""Spejderrobot"" Elkjær (elektronik).
</p><p>Sideløbende med sin solo-karriere har Jens Berents Christiansen komponeret musik til diverse spil, film, teater og danseforestillinger, bl.a. kortfilmen ""Barnepigerne"" (2020) instrueret af Signe Barvild Stæhr, som blev nomineret til en Robert i 2021 .
</p><p>En stress-relateret <i>burn out</i> som Jens Berents Christiansen oplevede i 2018 dannede udgangspunktet for de to mere akustisk-prægede albums ""After The Flood"" (2020) og ""Isola"" (2022), som også gav anledning til dannelsen af Rumpistol Ensemblet.
</p>","['jazz', 'electronic', 'techno', 'dubstep', 'ambient']"
