pageid,group,cleaned_member,disc_members,all_members
436980,The Rhonda Harris,['Nikolaj Nørlund'],"['Mark Robinson', 'Nikolaj Nørlund']","['Mark Robinson', 'Nikolaj Nørlund']"
389637,A Kid Hereafter,"['Frederik Thaae', 'Anders Bo Rasmussen']",[],"['Anders Bo Rasmussen', 'Frederik Thaae']"
255559,ADS (band),"['Michael Funder Thorlasius', 'Stig Pedersen', 'Søren Slys Johnsen', 'Karsten Hjarsø', 'Peter Top-Jensen', 'Lars Top-Galia', 'Martin Krogh']",[],"['Karsten Hjarsø', 'Lars Top-Galia', 'Martin Krogh', 'Michael Funder Thorlasius', 'Peter Top-Jensen', 'Stig Pedersen', 'Søren Slys Johnsen']"
118012,Amdi Petersens Armé,"['Tommas Svendsen', 'Peter Bonneman', 'Rasmus (5)', 'Lasse Skov (2)']",[],"['Lasse Skov (2)', 'Peter Bonneman', 'Rasmus (5)', 'Tommas Svendsen']"
140567,Asbest (band),[],[],[]
263790,Baader-Meinhof (bandet),[],[],[]
143307,Ballet Mécanique (band),"['Martin Hall', 'Michael Karshøj', 'Morten Versner']",[],"['Martin Hall', 'Michael Karshøj', 'Morten Versner']"
451743,Before,"['Tessie Bensussen', 'Geoff Foubert', 'Jim Hill (4)']",[],"['Geoff Foubert', 'Jim Hill (4)', 'Tessie Bensussen']"
502550,Black Badges,"['Ole Dreyer', 'Michael Valeur']",[],"['Michael Valeur', 'Ole Dreyer']"
299905,Bollocks,"['Yoh (2)', 'Ishitobi', 'Kohichi Konda', 'Akio (8)']",[],"['Akio (8)', 'Ishitobi', 'Kohichi Konda', 'Yoh (2)']"
303648,Brats,"['Michael Denner', 'Carsten Van Der Volsing', 'Lars Monroe', 'Eddie Haircut', 'Sniff Høkerberg', 'Franz De Zaster', 'Rene Krolmark', 'Yenz Arnsted']",[],"['Carsten Van Der Volsing', 'Eddie Haircut', 'Franz De Zaster', 'Lars Monroe', 'Michael Denner', 'Rene Krolmark', 'Sniff Høkerberg', 'Yenz Arnsted']"
490065,Bubs,[],[],[]
448785,Chainsaw Eaters,"['Kim Wolf Andersen', 'Lars Buch Laursen']",[],"['Kim Wolf Andersen', 'Lars Buch Laursen']"
492653,City Roots,['Gert Oestrich'],[],['Gert Oestrich']
451774,City-X,"['Gert Oestrich', 'Hanseqrt', 'Lars Grønning']",[],"['Gert Oestrich', 'Hanseqrt', 'Lars Grønning']"
218165,The Clochards,"['Johnny Concrete', 'Jesper Brinck', 'Bjørn Hofmann', 'Michael Valeur']",[],"['Bjørn Hofmann', 'Jesper Brinck', 'Johnny Concrete', 'Michael Valeur']"
199043,Cola Freaks,"['Mads', 'Morten', 'Jacob', 'Anders', 'Kasper', 'Kristoffer']",[],"['Anders', 'Jacob', 'Kasper', 'Kristoffer', 'Mads', 'Morten']"
491147,D-Day (band),"['James Bjørnholt Larsen', 'Jan Mad', 'Frank Larsen', 'Allan Bo Jensen']",[],"['Allan Bo Jensen', 'Frank Larsen', 'James Bjørnholt Larsen', 'Jan Mad']"
217706,Dream Police,"['Johnny Concrete', 'Steen René Christiansen', 'Allan Lauritzen', 'Jan Schriver', 'S.E. Frog', 'Claus Buldermave', 'Günther Paulsen', 'Felix Paulsen', 'Zvika Barash']",[],"['Allan Lauritzen', 'Claus Buldermave', 'Felix Paulsen', 'Günther Paulsen', 'Jan Schriver', 'Johnny Concrete', 'S.E. Frog', 'Steen René Christiansen', 'Zvika Barash']"
488304,Elektrochok (band),"['Joe Zalabam', 'Vicious Decay', 'Eddie Haircut', 'Aleine Stern']",[],"['Aleine Stern', 'Eddie Haircut', 'Joe Zalabam', 'Vicious Decay']"
497612,Even Dwarfs,"['Tobias Bendixen', 'Kim Wolf Andersen']",[],"['Kim Wolf Andersen', 'Tobias Bendixen']"
483672,Freshly Riots,"['Christian Frank (2)', 'Mike Hammer (3)', 'P.G. (6)', 'Lars Gösta', 'Bo Led Andersen', 'Tjalfe Iversen']",[],"['Bo Led Andersen', 'Christian Frank (2)', 'Lars Gösta', 'Mike Hammer (3)', 'P.G. (6)', 'Tjalfe Iversen']"
486173,Gate Crashers,"['Ole Dreyer', 'Ken Revoltaire']",[],"['Ken Revoltaire', 'Ole Dreyer']"
160734,Gorilla Angreb,"['Peter Bonneman', '', 'Retardo', 'Mai Sydendal']",[],"['', 'Mai Sydendal', 'Peter Bonneman', 'Retardo']"
154534,Hjertestop (band),"['Las Ballade', 'Jesper', 'Nikolaj', 'Yogi', 'Hasse']",[],"['Hasse', 'Jesper', 'Las Ballade', 'Nikolaj', 'Yogi']"
158425,Honning (band),"['Lars Anfrido Emmelthun', 'Edvard Haraldsen Valberg', 'Fredrik Justnes', 'Anders Eikås', 'Christoffer Trædal', 'Nils Jørgen Nilsen (2)']",[],"['Anders Eikås', 'Christoffer Trædal', 'Edvard Haraldsen Valberg', 'Fredrik Justnes', 'Lars Anfrido Emmelthun', 'Nils Jørgen Nilsen (2)']"
479972,Iceage,"['Johan Wieth', 'Elias Bender Rønnenfelt']",[],"['Elias Bender Rønnenfelt', 'Johan Wieth']"
490071,Local Operator,"['Joe Broadbery', 'Jo Broadbery', 'Mick Shiner (2)', ""Dave O'Regan"", 'Geoff Cooper']",[],"[""Dave O'Regan"", 'Geoff Cooper', 'Jo Broadbery', 'Joe Broadbery', 'Mick Shiner (2)']"
40930,Lost Kids,"['Jan Jet', 'Kasper', 'Henrik', 'Bent', 'Lisbeth', 'Mek Pek', 'Kate Svanholm']",[],"['Bent', 'Henrik', 'Jan Jet', 'Kasper', 'Kate Svanholm', 'Lisbeth', 'Mek Pek']"
491515,Mad Gustaf Band,"['Ole Dreyer', 'Anders Rex']",[],"['Anders Rex', 'Ole Dreyer']"
487331,Martin and the Martians,"['Martin Krogh', 'Peter Peter']",[],"['Martin Krogh', 'Peter Peter']"
452292,Melting Walkmen,"['Emil Munk', 'Patrick Ringsborg', 'Simon Kjær', 'Magnus Bundgaard Nielsen']",[],"['Emil Munk', 'Magnus Bundgaard Nielsen', 'Patrick Ringsborg', 'Simon Kjær']"
499616,Monomania,[],[],[]
153919,Niels På Dåse,[],[],[]
489837,No Fun (band),"['Steven Neuman', 'Jimmie Olsson', 'Henrik Sunvisson', 'Mikael Danielsson', 'Krister Johansson', 'Ingemar Jansson', 'Kjell Ramstedt', 'Stefan Bratt', 'Max Huddén', 'Fredrik Georg Eriksson']",[],"['Fredrik Georg Eriksson', 'Henrik Sunvisson', 'Ingemar Jansson', 'Jimmie Olsson', 'Kjell Ramstedt', 'Krister Johansson', 'Max Huddén', 'Mikael Danielsson', 'Stefan Bratt', 'Steven Neuman']"
219424,No Hope for the Kids,"['Ronni Dybdahl', '', 'Kasper Maarbjerg', '', 'Jens Johansen', '', 'Peter Bonneman']",[],"['', 'Jens Johansen', 'Kasper Maarbjerg', 'Peter Bonneman', 'Ronni Dybdahl']"
486563,No Knox,"['Per Buhl Acs', 'Tomas Ortved', 'Svend Overgaard', 'Jesper Reisinger', 'Vagn E. Olsson', 'Niels Thomsen']",[],"['Jesper Reisinger', 'Niels Thomsen', 'Per Buhl Acs', 'Svend Overgaard', 'Tomas Ortved', 'Vagn E. Olsson']"
491959,Normals,"['Charles Hanson', 'Chris Luckette', 'David Brewton', 'Steve Walters (3)']",[],"['Charles Hanson', 'Chris Luckette', 'David Brewton', 'Steve Walters (3)']"
91344,Paragraf 119,"['Jeppe (3)', 'Adam O', 'Anders Dödshjælp']",[],"['Adam O', 'Anders Dödshjælp', 'Jeppe (3)']"
488408,Pin-Ups,[],[],[]
235996,President Fetch,"['Molle', 'Alioscha Serge', 'Anderz Nielsen', 'Carsten', 'Jens', 'Chris Ant Juris, Morten Groser, Martin Morgengrim Larsen, Per Eriksen']",[],"['Alioscha Serge', 'Anderz Nielsen', 'Carsten', 'Chris Ant Juris, Morten Groser, Martin Morgengrim Larsen, Per Eriksen', 'Jens', 'Molle']"
490308,Prügelknaben,"['Zadis Viola', 'Charly (58)', 'HB Comus', 'Freder (2)']",[],"['Charly (58)', 'Freder (2)', 'HB Comus', 'Zadis Viola']"
499470,Pubescent Hysteria,[],[],[]
493082,Radar (band),"['Jim Hart', 'Walter Clerici', 'Claus de Luca', 'Kevin Broadbery', 'Michael Rasmussen']",[],"['Claus de Luca', 'Jim Hart', 'Kevin Broadbery', 'Michael Rasmussen', 'Walter Clerici']"
139591,Razorblades,"['Nickey Alexander', 'Danielle Faye', 'Kyle C. Kyle', 'Dyan Diamond', 'Steven Tetsch', 'Roni Lee']",[],"['Danielle Faye', 'Dyan Diamond', 'Kyle C. Kyle', 'Nickey Alexander', 'Roni Lee', 'Steven Tetsch']"
438912,Skarpretter (band),"['Headup', 'All I See', 'Gorilla Angreb', 'Broken Hallux', 'Intoxicated Bugs', 'Subspecies', 'Immortal Death']",[],"['All I See', 'Broken Hallux', 'Gorilla Angreb', 'Headup', 'Immortal Death', 'Intoxicated Bugs', 'Subspecies']"
737309,Skullclub,"['Troels Bjorholm', 'Jonas Quist', 'Christoffer Skau', 'Andreas Steinmeyer', 'Ali Jablanowsky', 'Simon Møller Andersen', 'Jacob Skov Mikkelsen', 'Niels Bobs', 'Ole Møller', 'Morten Husted', 'Andreas Oxholm', 'Christian Christensen', 'Thomas Ebdrup']",[],"['Ali Jablanowsky', 'Andreas Oxholm', 'Andreas Steinmeyer', 'Christian Christensen', 'Christoffer Skau', 'Jacob Skov Mikkelsen', 'Jonas Quist', 'Morten Husted', 'Niels Bobs', 'Ole Møller', 'Simon Møller Andersen', 'Thomas Ebdrup', 'Troels Bjorholm']"
86212,Sods,"['Steen Jørgensen', 'Peter Schneidermann', 'Knud Odde', 'Tomas Ortved', 'Morten Versner']",[],"['Knud Odde', 'Morten Versner', 'Peter Schneidermann', 'Steen Jørgensen', 'Tomas Ortved']"
493875,Support (band),"['Ronald Molendijk', 'Bob Stoute', 'Ron Hofland']",[],"['Bob Stoute', 'Ron Hofland', 'Ronald Molendijk']"
488284,Tee Vee Pop,"['Xenia Foss', 'Tulle Sigbrand', 'Esle', 'Jette']",[],"['Esle', 'Jette', 'Tulle Sigbrand', 'Xenia Foss']"
488298,Tina Talks,['Lars Bo Tolstoy Jacobsen'],[],['Lars Bo Tolstoy Jacobsen']
563425,Tristan T,"['Jan Laursen', 'Bo Hauge Laursen', 'Benny Woitowitz', 'Mogens Jacobsen', 'Jens Rasmussen', 'Per Juul Carlsen', 'Søren Mørk']",[],"['Benny Woitowitz', 'Bo Hauge Laursen', 'Jan Laursen', 'Jens Rasmussen', 'Mogens Jacobsen', 'Per Juul Carlsen', 'Søren Mørk']"
233049,UCR,"['Lars Bent Petersen', 'Søren Søndergaard Johnsen', 'Karsten Hjarsø', 'Lone', 'James', 'Filip', 'Bettina', 'Todd']",[],"['Bettina', 'Filip', 'James', 'Karsten Hjarsø', 'Lars Bent Petersen', 'Lone', 'Søren Søndergaard Johnsen', 'Todd']"
153766,Under Al Kritik,"['Erik Arenfalk', 'Danni Storm', 'Anders Edal', 'Frederik Nybo Veile']",[],"['Anders Edal', 'Danni Storm', 'Erik Arenfalk', 'Frederik Nybo Veile']"
91524,War of Destruction,"['Dan Sørensen', 'Hans Simonsen', 'Steen Thomsen (2)', 'Karsten Kaae', 'Jan ""Key"" Hansen']",[],"['Dan Sørensen', 'Hans Simonsen', 'Jan ""Key"" Hansen', 'Karsten Kaae', 'Steen Thomsen (2)']"
351566,Young Wasteners,['Peter Bonneman'],"['Andy Exciter', 'Peter Bonneman', 'Willy Viagra', 'Lasse Skov (2)']","['Andy Exciter', 'Lasse Skov (2)', 'Peter Bonneman', 'Willy Viagra']"
493335,ZV Group,[],[],[]
322926,100 Knives Inside,"['Simon L. Jakobsen', 'Zalan Khattak', 'Thomas Hoff', 'Martin Jensen', 'Nikolaj Lauszus', 'Ian Grønlund', 'Chris Pedersen', 'Morten Trier', 'Martin Rytter', 'Jesper Feldborg']",[],"['Chris Pedersen', 'Ian Grønlund', 'Jesper Feldborg', 'Martin Jensen', 'Martin Rytter', 'Morten Trier', 'Nikolaj Lauszus', 'Simon L. Jakobsen', 'Thomas Hoff', 'Zalan Khattak']"
689230,Amaranthe,"['Elize Ryd', 'Unknown', 'Unknown', 'Morten Løwe Sørensen', 'Unknown', 'Unknown', 'Unknown']",[],"['Elize Ryd', 'Morten Løwe Sørensen', 'Unknown']"
387332,The Arcane Order,"['Kim Song Sternkopf', 'Flemming C. Lund', 'Kasper Kirkegaard', 'Anders S. Mikkelsen', 'Bastian Thusgaard', 'Kasper Thomsen', 'Boris Tandrup', 'Morten Løwe']",[],"['Anders S. Mikkelsen', 'Bastian Thusgaard', 'Boris Tandrup', 'Flemming C. Lund', 'Kasper Kirkegaard', 'Kasper Thomsen', 'Kim Song Sternkopf', 'Morten Løwe']"
205521,Artillery,"['Anders Gyldenøhr', 'Mikael Ehlert', 'Martin Steene', 'Per Möller Jensen', 'Kræn Meier', 'Peter Thorslund', 'Flemming Rønsdorf', 'Morten Stützer', 'Michael Stützer', 'Carsten Nielsen', 'Michael Bastholm Dahl', 'Søren Adamsen', 'Per Onink', 'Josua Madsen', 'Henrik Quaade', 'John Mathiassen (2)']",[],"['Anders Gyldenøhr', 'Carsten Nielsen', 'Flemming Rønsdorf', 'Henrik Quaade', 'John Mathiassen (2)', 'Josua Madsen', 'Kræn Meier', 'Martin Steene', 'Michael Bastholm Dahl', 'Michael Stützer', 'Mikael Ehlert', 'Morten Stützer', 'Per Möller Jensen', 'Per Onink', 'Peter Thorslund', 'Søren Adamsen']"
143452,As We Fight,"['Laurits Medom', 'Martin Olsen', 'Martin Goltermann', 'Søren Hvidt', 'Niels Niller Plum', 'Jason Campbell', 'Thomas Toft', 'Tiger Sennenwald', 'Michael Dahl', 'Jesper Vincencio Gün', 'Esben Elnegaard Kjær Hansen']",[],"['Esben Elnegaard Kjær Hansen', 'Jason Campbell', 'Jesper Vincencio Gün', 'Laurits Medom', 'Martin Goltermann', 'Martin Olsen', 'Michael Dahl', 'Niels Niller Plum', 'Søren Hvidt', 'Thomas Toft', 'Tiger Sennenwald']"
1002627,Baest,['Simon Olsen'],[],['Simon Olsen']
112695,Beyond Twilight,"['Finn Zierler', 'Jacob Hansen', 'Andres Exo Kragh', 'Bjorn Jansson', 'Andres Devillian Lindgrén', 'Tomas Fredén']",[],"['Andres Devillian Lindgrén', 'Andres Exo Kragh', 'Bjorn Jansson', 'Finn Zierler', 'Jacob Hansen', 'Tomas Fredén']"
910521,Blood Label,"['Alexander L. Kjeldsen', 'Kenneth Klitte Jensen', 'Nikolaj Poulsen', 'Morten Møller (3)', 'Bastian Thusgaard', 'Jesper Jakobsen']",[],"['Alexander L. Kjeldsen', 'Bastian Thusgaard', 'Jesper Jakobsen', 'Kenneth Klitte Jensen', 'Morten Møller (3)', 'Nikolaj Poulsen']"
361176,The Burning,"['Johnny Haven', 'Alex Kjeldsen', 'Tobias Høst', 'Tobias Nefer', 'Rasmus Normand', 'Thue Møller']",[],"['Alex Kjeldsen', 'Johnny Haven', 'Rasmus Normand', 'Thue Møller', 'Tobias Høst', 'Tobias Nefer']"
276572,By the Patient,"['Tan Møhl-Hansen', 'Simon S. Andersen', 'Theis W. Poulsen', 'Troels C. Nielsen', 'Adam Schønemann', 'Simon Christiansen', 'Loui Koefoed', 'Morten Kofoed', 'Bjarke Lassen', 'Jonathan Marker']",[],"['Adam Schønemann', 'Bjarke Lassen', 'Jonathan Marker', 'Loui Koefoed', 'Morten Kofoed', 'Simon Christiansen', 'Simon S. Andersen', 'Tan Møhl-Hansen', 'Theis W. Poulsen', 'Troels C. Nielsen']"
454040,The Cleansing,"['Toke Eld', 'Jeppe Hasseriis', 'Andreas Lynge', 'Mads Lauridsen', 'Martin Leth Andersen', 'Martin Rosendahl', 'Morten Løwe Sørensen', 'Mads Haarløv']",[],"['Andreas Lynge', 'Jeppe Hasseriis', 'Mads Haarløv', 'Mads Lauridsen', 'Martin Leth Andersen', 'Martin Rosendahl', 'Morten Løwe Sørensen', 'Toke Eld']"
168080,Cyanotic,"['Jason Prost (2)', 'Sean Payne (2)', 'Brian Blake (2)', 'Drew Rosander', 'Chris Hryniewiecki', 'Phil Disiena', 'Jairus Khan', 'Jesse Hunt', 'Kevin Barron', 'Connor Eck', 'David Kultgen', 'Brad Huston']",[],"['Brad Huston', 'Brian Blake (2)', 'Chris Hryniewiecki', 'Connor Eck', 'David Kultgen', 'Drew Rosander', 'Jairus Khan', 'Jason Prost (2)', 'Jesse Hunt', 'Kevin Barron', 'Phil Disiena', 'Sean Payne (2)']"
232332,Dawn of Demise,"['Scott Jensen', 'Martin Sørensen', 'Bastian thusgaard', 'Bjørn Jensen', 'Astor Kristian palsson', 'Jakob Nyholm', 'Alex Kjeldsen', 'Kim Jensen', 'Henrik Heinz Christensen.  Simon Blaabjerg.  Thomas Egede']",[],"['Alex Kjeldsen', 'Astor Kristian palsson', 'Bastian thusgaard', 'Bjørn Jensen', 'Henrik Heinz Christensen.  Simon Blaabjerg.  Thomas Egede', 'Jakob Nyholm', 'Kim Jensen', 'Martin Sørensen', 'Scott Jensen']"
1007483,Defecto,['Nicklas Sonne'],"['Nicklas Sonne', 'Thomas Bartholin', 'Lars Jensen (13)', 'Frederik Møller']","['Frederik Møller', 'Lars Jensen (13)', 'Nicklas Sonne', 'Thomas Bartholin']"
117588,Düreforsög,"['Boriz S', 'Nis B', 'Mads H', 'Andreas H', 'Kaspar L', 'Jess W', 'Rune T']",[],"['Andreas H', 'Boriz S', 'Jess W', 'Kaspar L', 'Mads H', 'Nis B', 'Rune T']"
792529,Essence (band),"['Lasse Skov', 'Mark Drastrup', 'Rasmus Munch', 'Nikolaj Kjærgaard', 'Jens Martin Haumann', 'Tobias Nefer']",[],"['Jens Martin Haumann', 'Lasse Skov', 'Mark Drastrup', 'Nikolaj Kjærgaard', 'Rasmus Munch', 'Tobias Nefer']"
1171838,Foon,"['Allan Larsen', 'Mathias Pedersen\nNicolai Sørensen', 'Olivia Vestergaard']",[],"['Allan Larsen', 'Mathias Pedersen\nNicolai Sørensen', 'Olivia Vestergaard']"
1169650,Galge (band),[],[],[]
210509,HateSphere,"['Peter Lyse Karmark', 'Jakob Nyholm', 'Mike Park', 'Jimmy Nedergaard', 'Esben Esse Hansen', 'Jacob Bredahl', 'Jonathan Joller Albrechtsen', 'Henrik Heinz Jacobsen', 'Niels Peter Ziggy Siegfredsen', 'Morten Toft Hansen', 'Anders Gyldenøhr', 'Mixen Lindberg', 'Mikael Ehlert Hansen', 'Dennis Buhl']",[],"['Anders Gyldenøhr', 'Dennis Buhl', 'Esben Esse Hansen', 'Henrik Heinz Jacobsen', 'Jacob Bredahl', 'Jakob Nyholm', 'Jimmy Nedergaard', 'Jonathan Joller Albrechtsen', 'Mikael Ehlert Hansen', 'Mike Park', 'Mixen Lindberg', 'Morten Toft Hansen', 'Niels Peter Ziggy Siegfredsen', 'Peter Lyse Karmark']"
905163,Heidra,"['Morten Bryld', 'James H. Atkin', 'Andreas Bigom', 'Mads Akre', 'Kasper Kristensen', 'Danny Svendsen', 'Mickey Nesager', 'Morten Kristiansen', 'Simon Christensen', 'Loke Bispbjerg', 'Søren Jensen', 'Dennis Stockmarr', 'Mikkel Køster', 'Martin W. Jensen']",[],"['Andreas Bigom', 'Danny Svendsen', 'Dennis Stockmarr', 'James H. Atkin', 'Kasper Kristensen', 'Loke Bispbjerg', 'Mads Akre', 'Martin W. Jensen', 'Mickey Nesager', 'Mikkel Køster', 'Morten Bryld', 'Morten Kristiansen', 'Simon Christensen', 'Søren Jensen']"
785519,Huldre (band),"['Laura Emilie Beck', 'Lasse Olufson', 'Bjarne Kristiansen', 'Jacob Lund', 'Troels Dueholm Nørgaard', 'Nanna Barslev']",[],"['Bjarne Kristiansen', 'Jacob Lund', 'Lasse Olufson', 'Laura Emilie Beck', 'Nanna Barslev', 'Troels Dueholm Nørgaard']"
241082,Illnath,"['Mona Beck', 'Peter Falk', 'Kenneth Frandsen']",[],"['Kenneth Frandsen', 'Mona Beck', 'Peter Falk']"
352158,Invisius,"['Jakob Fall Hansen', 'Jeppe Kat Andersson', 'Jeppe T Tobiasen', 'Martin Bennetzen', 'Nikolaj Fogh']",[],"['Jakob Fall Hansen', 'Jeppe Kat Andersson', 'Jeppe T Tobiasen', 'Martin Bennetzen', 'Nikolaj Fogh']"
432879,Jackal,"['Per Fisker', 'Benny Petersen', 'Brian Rich']",[],"['Benny Petersen', 'Brian Rich', 'Per Fisker']"
1137635,Konkhra,"['Anders Lundemark', 'Martin Kristensen', 'Johnny Nielsen', 'Kim Mathiesen']",[],"['Anders Lundemark', 'Johnny Nielsen', 'Kim Mathiesen', 'Martin Kristensen']"
1169565,Lamentari,"['Emil Holst Partsch', 'Max Uldahl', 'Daniel Lønberg', 'Michael Møller', 'Frederik Øgaard Jensen', 'Christopher Peetz-Schou Vissing', 'Thomas Mascagni', 'Jamie de la Sencerie', 'Ingolf Sebastian Schjødt', 'Thomas Fischer', 'Francisco Furan Fuentes']",[],"['Christopher Peetz-Schou Vissing', 'Daniel Lønberg', 'Emil Holst Partsch', 'Francisco Furan Fuentes', 'Frederik Øgaard Jensen', 'Ingolf Sebastian Schjødt', 'Jamie de la Sencerie', 'Max Uldahl', 'Michael Møller', 'Thomas Fischer', 'Thomas Mascagni']"
344745,Last Mile,"['Peter Høj Larsen', 'Lennart Egon Hansen', 'Jacob Bredahl']",[],"['Jacob Bredahl', 'Lennart Egon Hansen', 'Peter Høj Larsen']"
1021757,Lifesick,"['Allan Kristiansen', 'Nikolai Lund (2)', 'Jeppe Løwe Hansen', 'Nicolai Lindegaard', 'Simon Shoshan']",[],"['Allan Kristiansen', 'Jeppe Løwe Hansen', 'Nicolai Lindegaard', 'Nikolai Lund (2)', 'Simon Shoshan']"
99883,Memorial,"['Craig Anderton', 'J. Kevin Lally', 'Randy Monaco', 'Michael Kac']",[],"['Craig Anderton', 'J. Kevin Lally', 'Michael Kac', 'Randy Monaco']"
631019,Mercenary,"['Jakob Mølbjerg', 'Martin Buus', 'René Pedersen', 'Martin Nielsen', 'Hans Jørgen Jønne Andersen', 'Henrik Kral Andersen', 'Andreas W. Hansen', 'Jakob Johnsen', 'Mike Park', 'Signar Petersen', 'Mikkel Sandager', 'Morten Sandager', 'Peter Mathiesen']",[],"['Andreas W. Hansen', 'Hans Jørgen Jønne Andersen', 'Henrik Kral Andersen', 'Jakob Johnsen', 'Jakob Mølbjerg', 'Martin Buus', 'Martin Nielsen', 'Mike Park', 'Mikkel Sandager', 'Morten Sandager', 'Peter Mathiesen', 'René Pedersen', 'Signar Petersen']"
176835,Mnemic,"['Mircea Gabriel Eftemie', 'Brian Brylle Rasmussen', 'Rune Stigart', 'Tomas OBeast Koefoed', 'Michael Bøgballe', 'Guillaume Bideau', 'Simone Bertozzi', 'Brian Larsen', 'Mikkel Larsen', 'Mark Bai', 'Victor-Ray Salomonsen']",[],"['Brian Brylle Rasmussen', 'Brian Larsen', 'Guillaume Bideau', 'Mark Bai', 'Michael Bøgballe', 'Mikkel Larsen', 'Mircea Gabriel Eftemie', 'Rune Stigart', 'Simone Bertozzi', 'Tomas OBeast Koefoed', 'Victor-Ray Salomonsen']"
344982,Nembience,"['Kenneth Reby', 'Martin Rasmussen', 'Jose Cruz', 'Jakob Lykkebo', 'Kasper Rottbøll']",[],"['Jakob Lykkebo', 'Jose Cruz', 'Kasper Rottbøll', 'Kenneth Reby', 'Martin Rasmussen']"
343076,Nortt,['Nortt'],[],['Nortt']
1005160,ORM (band),"['Simon S. Andersen', 'Theis W. Poulsen', 'Adam Schønemann', 'Malthe Yde Tiufkær', 'Troels C. Nielsen']",[],"['Adam Schønemann', 'Malthe Yde Tiufkær', 'Simon S. Andersen', 'Theis W. Poulsen', 'Troels C. Nielsen']"
866543,Panzerchrist,"['Michael Enevoldsen', 'Lasse D. R. Bak', 'Bo Summer', 'Reno H. Kiilerich', 'Karina Bundgaard', 'Rasmus Henriksen', ""Frederik O'Carrol"", 'Lasse Hoile', 'Finn Henriksen', 'Nicolej Brink', 'Danni Lyse Jelsgaard', 'Magnus Jørgensen', 'Michael Kopietz', 'Simon Schilling', 'Jes Christensen']",[],"['Bo Summer', 'Danni Lyse Jelsgaard', 'Finn Henriksen', ""Frederik O'Carrol"", 'Jes Christensen', 'Karina Bundgaard', 'Lasse D. R. Bak', 'Lasse Hoile', 'Magnus Jørgensen', 'Michael Enevoldsen', 'Michael Kopietz', 'Nicolej Brink', 'Rasmus Henriksen', 'Reno H. Kiilerich', 'Simon Schilling']"
551868,Pyramaze,"['Jacob Hansen', 'Matthew Barlow', 'Lance King', 'Michael Kammeyer', 'Toke Skjønnemand', 'Niels Kvist', 'Morten Gade Sørensen', 'Jonah Weingarten', 'Urban Breed (2)', 'Terje Harøy']",[],"['Jacob Hansen', 'Jonah Weingarten', 'Lance King', 'Matthew Barlow', 'Michael Kammeyer', 'Morten Gade Sørensen', 'Niels Kvist', 'Terje Harøy', 'Toke Skjønnemand', 'Urban Breed (2)']"
348528,Raunchy,"['Mike Semesky', 'Lars Christensen', 'Jesper Andreas Tilsted', 'Jesper Kvist', 'Jeppe Christensen', 'Morten Toft Hansen', 'Lars Vognstrup', 'Kasper Thomsen']",[],"['Jeppe Christensen', 'Jesper Andreas Tilsted', 'Jesper Kvist', 'Kasper Thomsen', 'Lars Christensen', 'Lars Vognstrup', 'Mike Semesky', 'Morten Toft Hansen']"
162747,Saturnus (band),"['Thomas A.G. Jensen', 'Brian Pomy Hansen', 'Henrik Odgaard Glas', 'Indee Rehal-Sagoo', 'Julio Ferlehr', 'Peter Erecius Poulsen', 'Anders Ro Nielsen', 'Nikolaj Borg', 'Christian Brenner', 'Tais Pedersen', 'Kim Sindahl', 'Mikkel Andersen', 'Morten Skrubbeltrang', 'Jens Lee', 'Kim Larsen', 'Pouli Choir', 'Henrik Glass', 'Jesper Christensen', 'Jesper Saltoft', 'Lennart Jacobsen', 'Peter Heede']",[],"['Anders Ro Nielsen', 'Brian Pomy Hansen', 'Christian Brenner', 'Henrik Glass', 'Henrik Odgaard Glas', 'Indee Rehal-Sagoo', 'Jens Lee', 'Jesper Christensen', 'Jesper Saltoft', 'Julio Ferlehr', 'Kim Larsen', 'Kim Sindahl', 'Lennart Jacobsen', 'Mikkel Andersen', 'Morten Skrubbeltrang', 'Nikolaj Borg', 'Peter Erecius Poulsen', 'Peter Heede', 'Pouli Choir', 'Tais Pedersen', 'Thomas A.G. Jensen']"
684261,September (hardrockgruppe),"['Thomas Melbye-Hansen', 'Lasse Frederiksen', 'Martin Christensen', 'Bo Louring Mortensen']",[],"['Bo Louring Mortensen', 'Lasse Frederiksen', 'Martin Christensen', 'Thomas Melbye-Hansen']"
477564,Seven Thorns,"['Lars Borup', 'Gabriel Tuxen', 'Mads Mølbæk', 'Asger Waagner Nielsen', 'Björn Asking']",[],"['Asger Waagner Nielsen', 'Björn Asking', 'Gabriel Tuxen', 'Lars Borup', 'Mads Mølbæk']"
436431,Sortsind,"['Svig', 'Sorg', 'Smerte']",[],"['Smerte', 'Sorg', 'Svig']"
85622,Stormslag,[],[],[]
387825,Submission,"['Lasse Sivertsen', 'Christoffer Kjeller', 'Kasper Kirkegaard', 'Boris Tandrup', 'Morten Løwe', 'Bjarne Christiansen', 'Steven Qvist']",[],"['Bjarne Christiansen', 'Boris Tandrup', 'Christoffer Kjeller', 'Kasper Kirkegaard', 'Lasse Sivertsen', 'Morten Løwe', 'Steven Qvist']"
