pageid,title
252468,Kurt Westi
249622,Poul Wiedemann
249310,Ebba Wilton
1050637,Sigrid Wolf-Schøller
1007785,Marie Zinck
350544,Eleonora Zrza
110134,Daniel Andersen
180276,Julius Bechgaard
195156,Erling Brene
106741,Hakon Børresen
209106,Otto Dütsch
106560,August Enna
111776,Jakob Fabricius
227774,Ingolf Gabold
230735,Christian Geisler
230672,Axel Grandjean
243968,Lars Graugaard
249824,Ebbe Hamerik
106832,J.P.E. Hartmann
106823,Peter Heise
258876,Gustav Helsted
64091,Fini Henriques
262939,Mogens Winkel Holm
261437,Peder Holm (komponist)
11108,Vagn Holmboe
150490,C.F.E. Horneman
261877,Johan Hye-Knudsen
249630,Georg Høeberg
64095,Finn Høffding
255322,Knud Jeppesen
203055,Paul von Klenau
37999,Friedrich Kuhlau
38656,Rued Langgaard
420049,Eduard Lassen
250403,Bent Lorentzen
423501,Niels Marthinsen
3972,Carl Nielsen
51134,Ludolf Nielsen
664676,Preben Nodermann
51101,Per Nørgård
76533,Ib Nørholm
256082,Emil Reesen
166463,Knudåge Riisager
76513,Poul Ruders
374781,Siegfried Saloman
338270,Johann Adolph Scheibe
249331,Svend S. Schultz
393871,Ludvig Schytte
772326,Hilda Sehested
698947,Yngve Jan Trede
244449,Tekla Griebel Wandall
910872,Henning Wellejus
38025,C.E.F. Weyse
1123403,Richard Andersson (Bassist)
229443,Ole Beich
143142,Andreas Barsøe Bennetzen
1122463,Nils Brakchi
363697,Jon Bruland
1011570,Jesper Bylling
83268,Jesper Carlsen (bassist)
523949,Anders Christensen (bassist)
419216,Henning Pold Christensen
198389,Sharlee D'Angelo
119094,Peter Danstrup
60107,Kim Daugaard (musiker)
145558,Moussa Diallo
1150064,Christian Dietl
192508,Chris Minh Doky
904642,Erik Falck
1044301,Bo Feierskov
1006271,Thomas Fonnesbæk
350156,Niels Foss (kapelmester)
474118,Michael Friis (bassist)
891927,Søren Friis (trommeslager)
232039,Lennart Ginman
785830,Franz Gottschalk
149914,Bo Gryholt
975541,Niels Grønbech (musiker)
448021,Viggo Happel
236789,Jesper Haugaard
256277,Ludvig Hegner
462921,Johannes Hejl
975954,Knut Henriksen
139481,Peter Ingemann (musiker)
756432,Morten Jay Jakobsen
101496,Frank Guldbæk Jensen
218690,Jonas Juul Jeppesen
256460,Kristian Jessen
732753,Hans Lorents Johansen
139401,Wili Jønsson
1047624,Jørgen Hein Jørgensen
198041,Tommy Kejser
235847,Anders Kjølholm
1024305,Kenneth Dahl Knudsen
1063665,Rasmus Kærså
877435,Kaspar Boye Larsen
954060,Eva Malling
729685,Henrik Marstal
281843,Jakob Millung
256331,Erik Moseholm
994987,Flemming Muus (bassist)
1046327,Terkel Møhl
462066,Ida Nielsen
95554,Jørgen Nielsen (bassist)
891928,Martin Nielsen (bassist)
495588,Gaute Niemann
86755,Georg Olesen
975012,Flemming Ostermann
40523,Niels-Henning Ørsted Pedersen
205748,Stig Pedersen
975174,Jon Pold
910515,Nikolaj Harlis Poulsen
467614,Morten Ramsbøl
437699,Hugo Rasmussen
917652,Jette Schandorf
732752,Jacob Sedlaczek
904482,Søren Seirup
415447,Asger Skjold-Rasmussen
1007344,Troels Skjærbæk
261709,Bo Stief
142219,Jess Stæhr
1094345,Rene Szczyrbak
777890,Robin C Taylor
994759,Nis Tyrrestrup
141736,Tømrerclaus
214379,Ole Ulvedal
235803,Joachim Ussing
433542,Morten Versner
363702,Mads Vinding
747562,Johnny Voss
472498,Jørgen Werner
106446,Johan Wohlert
67323,Michala Petri
17054,Hans Ulrik
64091,Fini Henriques
261216,Vilhelm Christian Holm
190151,Axel Jørgensen (komponist)
756078,Bernhard Rosenbaum
455445,Fritz Bendix
715049,Erling Bløndal Bengtsson
106218,Karl Bjarnhof
432721,Kim Bohr
386614,Andreas Brantelid
201913,Asger Lund Christiansen
619905,Johan Philip Degen
776576,Joseph Frøhlich
468878,Michaela Fukačová
223156,Frederik Christian Funck
51116,Louis Glass
256203,Anton Hegner
260463,Robert Henriques
261877,Johan Hye-Knudsen
189836,Thomas Jensen (dirigent)
797742,Christian Kellermann
776517,Søren Kuhlau
729685,Henrik Marstal
285500,Thomas Agerfeldt Olesen
464458,Otto Olsen (musiker)
1145280,Josefine Opsahl
250871,Emil Robert-Hansen
470765,Albert Rüdinger
150585,Peder Schall
254876,Nils Schiørring
846246,Henrik Vissing Schytte
860932,Martin Seeberg
1154034,Troels Svane
316226,Torben Anton Svendsen
1064952,Henrik Dam Thomsen
408009,Cæcilie Trier
141736,Tømrerclaus
200901,Morten Zeuthen
1169020,Bine Bryndorf
323321,Lars Ulrik Mortensen
203141,Niels Schiørring
698947,Yngve Jan Trede
141324,Peter Bastian
253107,Kjell Roikjer
108402,Joachim Andersen (musiker)
364598,Vigo Andersen
116726,Henrik Wenzel Andreasen
174917,Aske Bentzon
253111,Johan Bentzon
251462,Poul Birkelund
776508,Peter Christian Bruun
763720,Christina von Bülow
285183,Toke Lund Christiansen
472510,Torben Enghoff
776576,Joseph Frøhlich
174965,Hans Gammeltoft-Hansen
253987,Holger Gilbert-Jespersen
243968,Lars Graugaard
437283,Paul Hagemann
258464,Carl Helsted
142600,Niels Peter Jensen (komponist)
409028,Simon Jensen
285880,Thomas Jensen (fløjtenist)
776564,Gottlob Friedrich Kittler
763493,Franz Lemsser
199004,Tine Lilholt
278913,Ulla Miilmann
492510,Verner Nicolet
776570,Peter Friderich Nyborg
776695,Jørgen Petersen (fløjtenist)
776687,Niels Petersen (fløjtenist)
470093,Henrik Plötz
149291,Morten Ræhs den yngre
703924,Valdemar Schiøtt
860932,Martin Seeberg
776512,Philip Seydler
390623,Lise Stolarczyk
732095,Erik Thomsen (fløjtenist)
342874,Hans Hinrich Zielche
708019,Dan Andersen
271317,David Krogh Andersen
1078087,Søren Andersen (musiker)
160308,Kasper Bai
233022,Henrik Balling
458792,Jens Bang-Rasmussen
887687,Paul Banks
421198,Jakob Batten
144298,Franz Beckerlee
229443,Ole Beich
735146,Elias Bender Rønnenfelt
174917,Aske Bentzon
277709,Jacob Binzer
525778,Michelle Birkballe
489461,Peter Brander
86749,Steffen Brandt
235849,Thomas Bredahl
442876,Jakob Bro
209816,Anders Bruus
43910,Tim Christensen
477643,Billy Cross
205571,Søffren Degen
207112,Nathanael Diesel
939192,Jacob Dinesen
33453,Povl Dissing
443629,Cecilie Dyrberg
144265,Pierre Dørge
86895,Kasper Eistrup
1065586,Casper Esmann
292651,René Evald
41491,Søs Fenger
334154,Jacob Fischer
904269,Ole Frimer
139483,Per Chr. Frost
785830,Franz Gottschalk
231394,Jørn Grauengaard
644609,Anders Greis
170748,Thomas Grue
153256,Steen Grøntved
1075836,Alex Gullach
1150048,Jacob Gurevitsch
282721,Poul Halberg
259924,Lars Hannibal
854063,Jacob Hansen
198051,Johnny Hansen (musiker)
105375,Michael Hardinger
240380,Hilmer Hassig
94850,Niels Hausgaard
257301,Lars Hegaard
975954,Knut Henriksen
558663,Nils Henriksen
932096,Ole Heyde
946238,Casper Holm
41374,Benny Holst
500394,Ivan Horn
360044,Mattias Hundebøll
799553,Lars Hybel
507865,Lau Højen
54833,Jørgen Ingmann
71598,Aske Jacoby
41207,Finn Jensen (musiker)
888594,Troels Jensen
1007917,Jørn Jeppesen (musiker)
738144,Søren Dahl Jeppesen
988716,Torben Johansen (musiker)
145556,Peer Frost Johansson
466280,Kaspar Jolin
738167,Danny Jungslund
148719,Rasmus Kern
78125,Ole Kibsgaard
204896,Rune Kjeldsen
29634,Povl Kjøller
972901,Michael Kolster
51436,Søren Kragh-Jacobsen
946475,Michael Kratz
697052,Stig Kreutzfeldt
912969,Sebastian T.W. Kristiansen
383690,Anders Lampe
31493,Kim Larsen
123421,Søren Sebber Larsen
420625,Frederik Carl Lemming
1002530,Kenn Lending
86752,Hans Erik Lerchenfeld
193363,Kristian Lilholt
53521,Lars Lilholt
156059,Danny Linde
751559,Kristian Luc
191742,Johnny Thingsager Madsen
975564,Paul Meyendorff
975935,Mikael Miller
1141832,Ole Molin
1160920,Lars Maasbøl
308574,Erling Møldrup
140551,Stig Møller
324170,Gitte Naur
66924,Ulrik Neumann
974469,Nikoline (rapper)
471980,Mikkel Nordsø
96948,Kaare Norge
98103,Rasmus Nøhr
1072130,Christian Nørgaard (guitarist)
236787,Morten Okbo
201104,Finn Olafsson
401727,Ingolf Olsen
201502,FS Orlonn
214978,Ole Ousen
975068,Mehmet Ozan
472513,Even Pedersen
942845,Carl Emil Petersen
231526,Michael Poulsen
417257,Søren Reiff
178954,Kristian Riis (guitarist)
560398,Jacob Riis-Olsen
236984,Thorvald Rischel
185120,Jens Runge
150585,Peder Schall
1080167,Niklas Schneidermann
827784,Hank Shermann
515129,Christian Sievert
138308,Niels Skousen
225632,Anne Vig Skoven
231642,Karsten Skovgaard
783725,Troels Skovgaard
427801,Johnny Stage
149310,Uffe Steen
151726,Henrik Strube
178941,Henning Stærk
786586,Andy Sundstrøm
139404,Steen Svare
413133,Christian Svendsen (billedhugger)
777890,Robin C Taylor
127959,Asger Techau
975925,John Teglgaard
490156,Telestjernen
139739,Peter Thorup
888399,Jan Toftlund
224652,Lars Top-Galia
374871,Palle Torp
204880,Lars Trier
300771,Simon Troelsgaard
438478,Henrik Tvede
141736,Tømrerclaus
736287,Mika Vandborg
931130,Alex Vargas
193358,Gert Vincent
123016,Peter Viskinde
485912,Rasmus Walter
161758,Tue West
783556,Johan Wieth
786078,Carsten Wind
477943,Arne Würgler
425222,Søren Zahle Schou
380230,Annika Aakjær
956822,Agnes Christine Dahl
975798,Torben Andersen (musiker)
994658,Mikkel Damgaard
1038358,Aage Hagen
520601,Ole Højer Hansen
204769,Ivan Haki Haagensen
123421,Søren Sebber Larsen
202068,Tommy Petersen
786100,Kristian Pommer
485051,Jascha Richter
1150069,Simon West
732152,Søren Birkelund
777428,Johan Nicolai Braunstein
174411,Poul Allin Erichsen
299632,Per Bentzon Goldschmidt
777426,Jens Krag
766314,Arne Møller (musiker)
39913,Finn Odderskov
493533,Aage Oxenvad
777206,Mozart Petersen
777209,Peter Christian Petersen
876146,Jens Schou
17054,Hans Ulrik
179374,Christian Frederik Barth
179373,Christian Samuel Barth
179376,Friedrich Philipp Carl August Barth
455438,Otto Bendix
776541,Carl Braun (komponist)
340501,Niels Eje
735786,Henrik Goldschmidt
262939,Mogens Winkel Holm
778988,Olivo Krause
732762,Jens Christian Frederik Krætzmer
952870,Emilius Lund
493534,Bjørn Carl Nielsen
776571,Christian Nyeborg
455449,Christian Schiemann
170178,David Abell
171964,Aksel Agerby
173925,Aksel Andersen
174840,Hakon Andersen
177716,Emilius Bangert
178018,Christian Barnekow (komponist)
178259,Johan Bartholdy
106520,Niels Viggo Bentzon
60084,A.P. Berggreen
349181,Arne Bertelsen
200685,Ludvig Birkedal-Barfod
106218,Karl Bjarnhof
190399,Georg Carl Bohlmann
203031,Frederik Christian Breitendich
138281,Nicolaus Bruhns
1169020,Bine Bryndorf
25280,Dietrich Buxtehude
201197,Camillo Carlsen
201662,Bernhard Christensen
204662,Christian Debois
211116,Adolph Julius Eggers
1090582,Willy Egmose
214517,Harald Bjerg Emborg
212214,Jens Laursøn Emborg
98734,Finn Evald
215897,Arnold de Fine (kapelmester)
219788,Frederik Foersom
219811,Peter Christian Foersom
220372,Christopher Foltmar
220358,Johan Foltmar
380595,Jacob Fosie
220787,Julius Foss
216455,John Frandsen (1918-1996)
217602,John Frandsen (født 1956)
37879,Niels W. Gade
108200,Johan Christian Gebauer
230735,Christian Geisler
228479,Christian Henrik Glass
229999,Joseph Glæser
244473,Michael Ehregott Grose
466376,Oskar Gyldmark
225641,Birger Wøllner Gaarn
251019,Sophus Halle
250624,Povl Hamburger
250855,Christian Julius Hansen
254176,August Wilhelm Hartmann
184505,Emil Hartmann
106832,J.P.E. Hartmann
254166,Johan Ernst Hartmann
258087,Paul Hellmuth
258876,Gustav Helsted
259173,Edgar Henrichsen
261609,N.P. Hillebrandt
261779,Bjørn Hjelmborg
755419,Caspar Christian Hoffmann
560894,Peter Holm (1798-1875)
345708,Louis Hornbeck
412780,Knud Høgenhaven
190259,Jens Bjerre Jacobsen
142600,Niels Peter Jensen (komponist)
554336,Thorald Jerichau
732753,Hans Lorents Johansen
414707,Emil Juel-Frederiksen
415694,Asger Juul
355193,Bo Lundby Jæger
415750,Viggo Kalhauge
86770,Leif Kayser
93237,Mogens Kilde
733912,Grethe Krogh
342563,P.C. Krossing
416172,Johan Adam Krygell
732762,Jens Christian Frederik Krætzmer
38656,Rued Langgaard
1158555,Magnus Larsson
86617,Thomas Laub
416369,Laurids Lauridsen
420867,Bernhard Lewkovitch
252497,Axel Liebmann
295483,Steen Lindholm
321126,Jakob Lorentzen
340759,Herman Severin Løvenskiold
422072,Axel Madsen
430461,Jesper Madsen
422121,N.K. Madsen-Stensgaard
76505,Frederik Magle
252206,Otto Malling
423612,Leif Martinussen
460107,Frederik Matthison-Hansen
349777,Gottfred Matthison-Hansen
349490,Hans Matthison-Hansen
424810,Waage Matthison-Hansen
459776,Peder Mandrup Meyer
460185,Benna Moe
1160196,Peter Møller (komponist)
460843,Svend-Ove Møller
393154,J.H. Nebelong (organist)
682535,Svend Hvidtfelt Nielsen
664676,Preben Nodermann
464445,Albert Orth
467053,Jonathan Petersen
150002,Christian Joseph Rasmussen
1138806,Adolf Riis-Magnussen
342016,Paul Rung-Keller
373021,Poul Schierbeck
520450,Richard Sennels
747551,Birger Storr-Hansen
490060,Søren Sørensen (organist)
240000,Hans Ole Thers
86771,Leif Thybo
899550,Alfred Tofft
378709,Knud Vad
460924,Evanthore Vestergaard
253125,Flemming Weis
253093,Svend Westergaard
38025,C.E.F. Weyse
342874,Hans Hinrich Zielche
341027,Ludvig Zinck (komponist)
337124,Truid Aagesen
77273,Thorvald Aagaard
735372,Joachim Conrad Oehlenschläger
555609,Jacob Andersen (percussionist)
1068098,Jesper Hendze
41688,Sara Indrio
908980,Jacob Lund (musiker)
119991,Marilyn Mazur
141320,Flemming Quist Møller
947,Safri Duo
116156,Kasper Winding
166878,Agnes Adler
173628,Robert William Otto Allen
41757,Benny Andersen
1011985,Janus Araghipour
171600,Sigurd Barrett
976789,Søren Bebe
726808,Jacob Beck
455438,Otto Bendix
181031,Victor Bendix
106520,Niels Viggo Bentzon
912742,Nikolaj Bentzon
182161,Nicolai Berendt
204401,Ilja Bergh
97111,Niels Bernhart
472162,Ben Besiakov
433953,Henrik Blichmann
667172,Kjeld Bonfils
191942,Helge Bonnén
203031,Frederik Christian Breitendich
203725,Viggo Brodersen
1098098,Clara Bryld
151405,Henrik Carlsen
787773,Ove Christensen (pianist)
959259,Christian Christiansen (komponist)
288511,Jacob Christoffersen
479643,Inger Christrup
438777,Thomas Clausen (musiker)
256096,Carl Cohn Haste
106111,Victor Cornelius
536584,Bernhard Courländer
203857,Fritz Crome
707915,Carsten Dahl
203258,Nancy Dalberg
535565,Mogens Dalsgaard
73176,Ole Dixon
281595,Sascha Dupont
328960,France Ellegaard
214521,Jørgen Emborg
522328,Bjørn Erichsen (forlægger)
721271,Ole Erling
42457,Bent Fabricius-Bjerre
1004963,Otto Francker
978639,Andrea Heick Gadeberg
378141,Katrine Gislinge
51116,Louis Glass
518526,Poul Godske
992935,Willy Grevelund
75987,Nina Grieg
244819,Georg Grothe
1008795,Elisabeth Guang
251424,Friedrich Gürtler
1156655,Mathias Hammer
1122237,Ole Hansen (musiker)
252682,Egil Harder
882741,Diana Pereira Hay
259712,Roger Henrichsen
1044,Prins Henrik (1934-2018)
451917,Bruno Henriksen
1034600,Kristoffer Hyldig
419997,David Højer
412582,Julius Jacobsen
94486,Folmer Jensen
888594,Troels Jensen
554336,Thorald Jerichau
414862,Gunnar Johansen
988716,Torben Johansen (musiker)
355193,Bo Lundby Jæger
66962,Karen Jønsson
984035,Claus Jørgensen (pianist)
1149450,Willy Kierulff
93237,Mogens Kilde
455603,Elisabeth Klein
1138822,Henrik Knudsen (pianist)
362166,Nicolai Koch
396627,Herman D. Koppel
250872,Nikolaj Koppel
847353,Therese Koppel
96276,Thomas Koppel
1078009,Nicolai Kornerup
409308,Poul Erik Krogen
639755,Jens Krøyer
287728,Morten Kærså
419811,Siegfried Langgaard
825322,Peter Ernst Lassen
1002530,Kenn Lending
76505,Frederik Magle
470754,David Lau Magnussen
256095,Amalie Malling
850549,Ole Matthiessen
227648,Eva Meile
52000,Otto Mortensen
419898,Niels Muus (dirigent)
1061341,Elisabeth Nielsen
975568,Jens Tage Nielsen
464458,Otto Olsen (musiker)
464445,Albert Orth
373010,Steen Pade
663269,Johan-Gottfried Wilhelm Palschau
392368,Susanne Clod Pedersen
975641,Willy Pedersen
72576,Hanne Petri
738318,Claus Pilgaard
1011275,Anton Rée
256082,Emil Reesen
227086,Børge Roger Henrichsen
714465,Peter Rosendal
1156953,Rikke Sandberg
249615,Victor Schiøler
203141,Niels Schiørring
250705,Bent Schjærff
723031,Fritz Schousboe
393871,Ludvig Schytte
460685,Marianna Shirinyan
252204,Rudolph Simonsen
289542,Svenn Skipper
555492,Johanne Stockmarr
385157,Willy Stolarczyk
333116,Knud E. Sørensen
143690,Ole Thilo
698947,Yngve Jan Trede
481451,Christian Vardinghus-Nielsen
254438,Sejr Volmer-Sørensen
753716,Carl Winther
173856,John Winther (pianist)
327452,Morten Wittrock
661535,Tanja Zapolski
562616,Assia Zlatkowa
755919,Martin Åkerwall
508794,Anne Øland
561325,Thomas Agergaard
60128,Lotte Anker
119984,Frans Bak
144298,Franz Beckerlee
964345,Pernille Bévort
144258,Max Brüel
763720,Christina von Bülow
465454,Mads Ole Erhardsen
299632,Per Bentzon Goldschmidt
393582,Emil Hess
622912,André Jensen
472226,Bent Jædig
278193,Elith Nykjær Jørgensen
274215,Preben Larsen
396662,Fredrik Lundin
295766,Mads Mathias
485806,Carsten Meinert
39913,Finn Odderskov
201668,Bob Ricketts
755686,Michael Rune
1154517,Søren Siegumfeldt
417179,Jens Christian Søndergård
143665,John Tchicai
487877,Jesper Thilo
17054,Hans Ulrik
142088,Karsten Vogel
1002262,Oilly Wallace
73008,Steen Engelholt
763463,Anton Hansen (basunist)
622912,André Jensen
647906,Jesper Juul (dirigent)
726847,Georg Allin Wilkenschildt
501558,Kai Winding
498683,Simona Abdallah
427394,Yo Akim
183617,Bo Thrige Andersen
234182,Peter Andersen (trommeslager)
1133481,Claes Antonsen
144303,Søren Berlev
240490,Thomas Blachman
394331,Anders Brill
114502,Bosse Hall Christensen
956329,Preben Devantier
412575,Dennis Drud
668189,Christine Dueholm
994329,Thomas Duus
364503,Ulla Tvede Eriksen
757062,Mark Falgren
975883,Mogens Fischer
139406,Lars Mitch Fischermann
891927,Søren Friis (trommeslager)
343127,Hans Fulling
86754,Sven Gaul
71612,Ken Gudman
327669,Christian Have
1114684,Ihan Haydar
731868,Morten Hellborn
974138,Mikkel Hess
321920,Hans Holtegaard
523824,Per Møller Jensen (musiker)
304290,Peter Lundholm Jensen
822322,Lars Juul
1131172,Emil Jørgensen (musiker)
969710,Ole Jørgensen
946475,Michael Kratz
946640,Jens Langhorn
203086,Flemming Larsen (trommetekniker)
372641,Jon Larsen
123421,Søren Sebber Larsen
390235,Jesper Lind
722703,Jan Locht
958634,Tim Lothar
309056,Grev Lyhne
191940,Ralle Malone
702276,Kalle Mathiesen
1116054,Anders Meinhardt
85907,Cyron Melville
976426,Klaus Menzer
472509,Børge Robert Mortensen
600624,Carl Quist Møller
1141946,Flemming Olsen
111235,Kresten Osgood
1081488,Anders Pedersen (trommeslager)
124006,Pharfar
175463,Søren Arnholt Rasmussen
1132013,Niels Ratzer
975770,Jeppe Reipurth
81161,Alex Riel
383892,Jesper Rosenqvist
321514,Bjarne Rostvold
432808,Safir (sanger)
323596,Jan Sivertsen (musiker)
888444,Carsten Smedegaard
888818,Gert Smedegaard
204898,Laust Sonne
178941,Henning Stærk
1100970,Michel Svane
127959,Asger Techau
757517,Ole Theill
509430,Morten Thorhauge
168394,Klaus Thrane
910517,Bastian Thusgaard
722705,Frank Thøgersen
35436,Bjørn Uglebjerg
50128,Lars Ulrich
207259,Henrik Vibskov
1023846,Mikkel Villingshøj
193358,Gert Vincent
411635,Kåre Wanscher
472178,Ethan Monnot Weisgard
161758,Tue West
116156,Kasper Winding
1042349,René Wulff
443631,Malte Aarup-Sørensen
654483,Arne Østergaard
172011,Johannes Andersen (musiker)
763234,Ole Andersen (trompetist)
1057343,Allan Botschinsky
577291,Ketil Duckert
763473,Erik Fritzner
978639,Andrea Heick Gadeberg
352726,Jan Glæsel
1122237,Ole Hansen (musiker)
252648,Thorvald Hansen (komponist)
509140,Knud Hovaldt
1160093,Theis Jensen
177670,Jørgen Wenndorf Jørgensen
352711,Perry Knudsen
207858,Arnvid Meyer
55098,Palle Mikkelborg
763532,Kurt A. Pedersen
339857,Jörgen Petersen
971386,Jakob Sørensen
763527,Lauritz Sørensen (trompetist)
489237,Jeppe Uggerhøj
735008,Dorthe Zielke
766402,Caspar Heinrich Bernhard Andersen
766403,Johan Carl Friderich Andersen
172011,Johannes Andersen (musiker)
766399,François Theodor Dipo
260554,Valdemar Wivel
852199,Petur Alberg
173677,Birgitte Alsted
173869,Johan Amberg
174336,Arvid Andersen
174626,Eyvin Andersen
40379,Svend Asmussen
766318,Jørgen Berthelsen (violinist)
781820,Erling Bloch
138281,Nicolaus Bruhns
233539,Anker Buch
1009368,Kristian Bugge
961837,Stefan Burchardt
443302,Gerda von Bülow
306012,Søren Christensen (jazz-violinist)
1042967,Ivan Damgård
204514,Johan Darbes
106411,Édouard du Puy
215487,Johan Henrik Freithoff
222814,J.F. Frøhlich
223142,Peter Ferdinand Funck
735508,Mikkel Futtrup
225912,Axel W. Gade
911,Jacob Gade
1147159,Marianne Granvig
231675,Launy Grøndahl
222809,Leonard Gyldmark
486489,Johannes Søe Hansen
250963,Nicolaj Hansen
254176,August Wilhelm Hartmann
253849,Johann Hartmann
254177,Ludvig August Hartmann
536686,Berendt Hartvig
487495,Harald Haugaard
245254,Edvard Helsted
64091,Fini Henriques
764822,Johan Henriques
261204,Ludvig Holm
965107,Henry Holst
1122560,Soo-Jin Hong
345708,Louis Hornbeck
429885,Ole Hovedskou
249630,Georg Høeberg
827375,Kristian Jørgensen
766375,Aage Knudsen (violinist)
256101,Anton Kontra
847497,Julius Koppel
350773,Peter Mandrup Lem
420625,Frederik Carl Lemming
53521,Lars Lilholt
537829,Otto Lington
917115,Tippe Lumbye
166663,Peder Møller (violinist)
51134,Ludolf Nielsen
461529,Thorvald Nielsen
1059347,Poul Olsen
894566,Mihaela Oprea
508017,Teddy Petersen
766321,Gerhard Rafn
668738,Ditlev Ludvig Rogert
732758,August Julius Sahlgreen
374781,Siegfried Saloman
149524,Claus Schall
339370,Poul Christian Schindler
734238,Christian Schiørring
756331,Johannes Schiørring
408260,Max Schlüter
364327,Hakon Schmedes
1044386,Frida Scotta
860932,Martin Seeberg
732745,Julius Semler
691024,Charles Senderovitz
732944,Sophus Simonsen
251464,Kim Sjøgren
766394,Arne Svendsen (violinist)
419560,Emil Telmányi
290833,Per Thielemann
930802,Ewald Thomsen
1030827,Julius Thornberg
477378,Christian Tiemroth (violinist)
732734,Valdemar Tofte
98729,Rune Tonsgaard Sørensen
254861,Wandy Tworek
433542,Morten Versner
930913,Niklas Walentin
407771,Frederik Thorkildsen Wexschall
86190,Finn Ziegler
106266,Nikolaj Znaider
835364,Christina Åstrand
